,日期,股票代码,开盘价,收盘价,最高价,最低价,成交量,成交金额,振幅,涨跌幅,涨跌额,换手率
0,2019-07-22,688003SH,55.8,47.4,70.6,30.89,327320,1497223748.0,155.73,85.88,21.9,74.09
1,2019-07-23,688003SH,38.5,40.5,43.85,37.51,126973,522203874.0,13.38,-14.56,-6.9,28.74
2,2019-07-24,688003SH,41.36,43.9,44.14,40.61,122733,522659464.0,8.72,8.4,3.4,27.78
3,2019-07-25,688003SH,46.5,50.5,52.39,46.5,234769,1162324478.0,13.42,15.03,6.6,53.14
4,2019-07-26,688003SH,47.8,45.7,48.78,45.1,145618,684384567.0,7.29,-9.5,-4.8,32.96
5,2019-07-29,688003SH,45.65,49.06,49.35,45.49,136610,657374071.0,8.45,7.35,3.36,30.92
6,2019-07-30,688003SH,49.5,50.65,51.84,47.5,174387,872481936.0,8.85,3.24,1.59,39.47
7,2019-07-31,688003SH,54.5,52.2,54.94,50.35,165709,873200608.0,9.06,3.06,1.55,37.51
8,2019-08-01,688003SH,51.8,56.2,57.89,50.91,183257,986557109.0,13.37,7.66,4.0,41.48
9,2019-08-02,688003SH,54.5,61.7,65.85,54.25,220053,1326330473.0,20.64,9.79,5.5,49.81
10,2019-08-05,688003SH,61.9,71.23,72.5,58.76,222042,1464597904.0,22.27,15.45,9.53,50.26
11,2019-08-06,688003SH,70.99,61.88,72.4,59.8,241679,1669803581.0,17.69,-13.13,-9.35,54.71
12,2019-08-07,688003SH,63.25,62.01,64.05,58.0,133775,819147425.0,9.78,0.21,0.13,30.28
13,2019-08-08,688003SH,61.5,57.0,62.3,56.92,99956,593022029.0,8.68,-8.08,-5.01,22.63
14,2019-08-09,688003SH,57.8,54.81,57.99,53.58,96715,533371615.0,7.74,-3.84,-2.19,21.89
15,2019-08-12,688003SH,54.68,55.55,56.3,53.01,81104,444955562.0,6.0,1.35,0.74,18.36
16,2019-08-13,688003SH,55.88,56.85,56.85,54.35,82857,462267304.0,4.5,2.34,1.3,18.75
17,2019-08-14,688003SH,58.01,57.49,58.5,56.68,75556,436605549.0,3.2,1.13,0.64,17.1
18,2019-08-15,688003SH,55.9,57.8,58.2,55.03,66276,377763556.0,5.51,0.54,0.31,15.0
19,2019-08-16,688003SH,59.03,58.2,61.1,57.3,94652,560077783.0,6.57,0.69,0.4,21.42
20,2019-08-19,688003SH,57.31,59.09,60.28,57.31,99209,588158940.0,5.1,1.53,0.89,22.46
21,2019-08-20,688003SH,58.5,56.76,59.0,56.7,86764,499851702.0,3.89,-3.94,-2.33,19.64
22,2019-08-21,688003SH,56.77,51.48,56.98,50.8,98840,525035877.0,10.89,-9.3,-5.28,22.37
23,2019-08-22,688003SH,51.8,50.29,52.23,50.03,51584,262948062.0,4.27,-2.31,-1.19,11.68
24,2019-08-23,688003SH,50.77,47.42,50.82,45.6,79676,382582319.0,10.38,-5.71,-2.87,18.03
