,日期,股票代码,开盘价,收盘价,最高价,最低价,成交量,成交金额,振幅,涨跌幅,涨跌额,换手率
0,2021-11-15,688212SH,33.0,38.51,39.5,33.0,234390,860123248.0,28.89,71.16,16.01,85.21
1,2021-11-16,688212SH,37.0,34.66,37.1,33.44,142629,497534368.0,9.5,-10.0,-3.85,51.85
2,2021-11-17,688212SH,34.15,34.89,35.4,32.0,93528,314239040.0,9.81,0.66,0.23,34.0
3,2021-11-18,688212SH,34.68,35.14,36.88,34.05,88591,313008688.0,8.11,0.72,0.25,32.21
4,2021-11-19,688212SH,35.09,37.08,38.6,34.55,105452,389265168.0,11.53,5.52,1.94,38.34
5,2021-11-22,688212SH,37.08,37.02,39.1,36.0,75832,284596432.0,8.36,-0.16,-0.06,27.57
6,2021-11-23,688212SH,37.09,39.36,39.9,36.25,77913,296132880.0,9.86,6.32,2.34,28.32
7,2021-11-24,688212SH,38.94,39.5,40.5,38.54,58938,233019435.0,4.98,0.36,0.14,21.43
8,2021-11-25,688212SH,38.85,38.66,39.9,38.0,33014,128216839.0,4.81,-2.13,-0.84,12.0
9,2021-11-26,688212SH,38.9,40.16,40.9,38.5,41576,165159456.0,6.21,3.88,1.5,15.11
10,2021-11-29,688212SH,39.4,39.48,40.11,38.6,32782,128451579.0,3.76,-1.69,-0.68,11.92
11,2021-11-30,688212SH,39.2,38.35,39.71,37.5,44224,169207095.0,5.6,-2.86,-1.13,16.08
12,2021-12-01,688212SH,37.97,38.2,38.6,37.69,21907,83524565.0,2.37,-0.39,-0.15,7.96
13,2021-12-02,688212SH,38.32,34.85,38.32,34.71,55647,199446545.0,9.45,-8.77,-3.35,20.23
14,2021-12-03,688212SH,34.7,35.07,35.86,34.31,20699,72856021.0,4.45,0.63,0.22,7.52
15,2021-12-06,688212SH,34.9,33.95,35.5,33.56,25165,86621661.0,5.53,-3.19,-1.12,9.15
16,2021-12-07,688212SH,34.05,34.53,34.8,33.57,13421,45750593.0,3.62,1.71,0.58,4.88
17,2021-12-08,688212SH,34.79,34.95,35.38,34.24,17311,60335914.0,3.3,1.22,0.42,6.29
18,2021-12-09,688212SH,35.05,35.58,35.95,34.65,18014,63697640.0,3.72,1.8,0.63,6.55
