,日期,股票代码,开盘价,收盘价,最高价,最低价,成交量,成交金额,振幅,涨跌幅,涨跌额,换手率
0,2020-01-09,300812SZ,25.75,30.9,30.9,25.75,433,1334764.0,24.0,43.99,9.44,0.22
1,2020-01-10,300812SZ,33.99,33.99,33.99,33.99,112,381197.0,0.0,10.0,3.09,0.06
2,2020-01-13,300812SZ,37.39,37.39,37.39,37.39,176,658064.0,0.0,10.0,3.4,0.09
3,2020-01-14,300812SZ,41.13,41.13,41.13,41.13,262,1077606.0,0.0,10.0,3.74,0.14
4,2020-01-15,300812SZ,45.24,45.24,45.24,45.24,951,4301328.0,0.0,9.99,4.11,0.49
5,2020-01-16,300812SZ,49.76,49.76,49.76,49.76,541,2692712.0,0.0,9.99,4.52,0.28
6,2020-01-17,300812SZ,54.74,54.74,54.74,54.74,1244,6808944.0,0.0,10.01,4.98,0.64
7,2020-01-20,300812SZ,60.21,60.21,60.21,60.21,1514,9115794.0,0.0,9.99,5.47,0.78
8,2020-01-21,300812SZ,66.23,66.23,66.23,66.23,13201,87430156.0,0.0,10.0,6.02,6.81
9,2020-01-22,300812SZ,66.56,72.85,72.85,66.56,87546,616657024.0,9.5,10.0,6.62,45.17
10,2020-01-23,300812SZ,73.0,76.5,80.14,67.76,118312,864250432.0,16.99,5.01,3.65,61.05
11,2020-02-03,300812SZ,68.85,68.85,68.85,68.85,2945,20276325.0,0.0,-10.0,-7.65,1.52
12,2020-02-04,300812SZ,61.97,65.61,67.7,61.97,81711,524960704.0,8.32,-4.71,-3.24,42.16
13,2020-02-05,300812SZ,63.96,68.5,71.98,62.88,80911,541439904.0,13.87,4.4,2.89,41.75
14,2020-02-06,300812SZ,66.33,67.0,68.33,65.1,67193,448064272.0,4.72,-2.19,-1.5,34.67
15,2020-02-07,300812SZ,65.66,67.69,71.33,65.55,66755,456906016.0,8.63,1.03,0.69,34.45
16,2020-02-10,300812SZ,67.43,61.0,67.5,61.0,73606,465171488.0,9.6,-9.88,-6.69,37.98
17,2020-02-11,300812SZ,59.5,61.68,62.45,59.21,42238,258578056.0,5.31,1.11,0.68,21.79
18,2020-02-12,300812SZ,61.3,63.12,63.7,60.9,46337,289711168.0,4.54,2.33,1.44,23.91
19,2020-02-13,300812SZ,62.85,63.85,63.99,60.68,53041,329391680.0,5.24,1.16,0.73,27.37
20,2020-02-14,300812SZ,63.98,70.24,70.24,63.5,76678,526677968.0,10.56,10.01,6.39,39.57
21,2020-02-17,300812SZ,72.68,73.5,76.73,70.51,102300,751222880.0,8.86,4.64,3.26,52.79
22,2020-02-18,300812SZ,73.0,80.85,80.85,71.05,92826,703138032.0,13.33,10.0,7.35,47.9
23,2020-02-19,300812SZ,76.99,73.92,80.85,73.51,86441,660691760.0,9.08,-8.57,-6.93,44.6
24,2020-02-20,300812SZ,72.85,74.7,75.36,70.5,58299,426415008.0,6.57,1.06,0.78,30.08
25,2020-02-21,300812SZ,74.03,75.26,79.98,73.21,62502,477448736.0,9.06,0.75,0.56,32.25
26,2020-02-24,300812SZ,74.0,80.0,82.68,73.1,73358,580527376.0,12.73,6.3,4.74,37.85
27,2020-02-25,300812SZ,76.6,82.5,86.88,76.6,78672,648881072.0,12.85,3.13,2.5,40.59
28,2020-02-26,300812SZ,81.0,75.4,84.94,74.5,65608,517715600.0,12.65,-8.61,-7.1,33.85
29,2020-02-27,300812SZ,76.1,73.12,76.68,71.45,35026,259314898.0,6.94,-3.02,-2.28,18.07
30,2020-02-28,300812SZ,67.86,65.81,69.5,65.81,41787,280780416.0,5.05,-10.0,-7.31,21.56
31,2020-03-02,300812SZ,66.33,69.18,70.43,66.31,32485,222805480.0,6.26,5.12,3.37,16.76
32,2020-03-03,300812SZ,70.5,71.01,73.49,70.0,33003,236966281.0,5.04,2.65,1.83,17.03
33,2020-03-04,300812SZ,70.47,72.8,73.37,70.0,27654,198078735.0,4.75,2.52,1.79,14.27
34,2020-03-05,300812SZ,75.03,71.82,75.61,71.57,26650,194094990.0,5.55,-1.35,-0.98,13.75
35,2020-03-06,300812SZ,69.49,70.63,71.4,69.1,20101,141192073.0,3.2,-1.66,-1.19,10.37
36,2020-03-09,300812SZ,68.6,66.1,69.27,66.03,28457,191702029.0,4.59,-6.41,-4.53,14.68
37,2020-03-10,300812SZ,66.13,70.39,70.68,64.03,30962,210289375.0,10.06,6.49,4.29,15.98
38,2020-03-11,300812SZ,70.36,67.0,71.6,66.5,24651,171304681.0,7.25,-4.82,-3.39,12.72
39,2020-03-12,300812SZ,65.42,66.86,68.88,64.8,18759,125349209.0,6.09,-0.21,-0.14,9.68
40,2020-03-13,300812SZ,62.96,65.88,67.17,62.26,19387,125514789.0,7.34,-1.47,-0.98,10.0
41,2020-03-16,300812SZ,66.3,66.68,71.8,66.22,32906,224826671.0,8.47,1.21,0.8,16.98
42,2020-03-17,300812SZ,68.75,73.35,73.35,66.72,78156,562471392.0,9.94,10.0,6.67,40.33
43,2020-03-18,300812SZ,73.48,67.4,73.5,67.0,63977,456379280.0,8.86,-8.11,-5.95,33.01
44,2020-03-19,300812SZ,64.5,63.5,65.5,60.68,55212,345190336.0,7.15,-5.79,-3.9,28.49
45,2020-03-20,300812SZ,63.5,61.01,63.75,60.06,34321,211275983.0,5.81,-3.92,-2.49,17.71
46,2020-03-23,300812SZ,58.83,55.04,59.0,54.91,31088,176801704.0,6.7,-9.79,-5.97,16.04
47,2020-03-24,300812SZ,56.02,55.42,56.48,51.8,29600,161567627.0,8.5,0.69,0.38,15.27
48,2020-03-25,300812SZ,57.2,56.1,57.2,55.41,19597,110243140.0,3.23,1.23,0.68,10.11
49,2020-03-26,300812SZ,55.5,56.22,57.54,55.0,17576,99344565.0,4.53,0.21,0.12,9.07
50,2020-03-27,300812SZ,57.0,54.38,57.15,54.14,16180,89728647.0,5.35,-3.27,-1.84,8.35
51,2020-03-30,300812SZ,52.45,51.5,52.5,50.28,18055,92846312.0,4.08,-5.3,-2.88,9.32
52,2020-03-31,300812SZ,52.29,51.38,53.5,51.2,12979,67794278.0,4.47,-0.23,-0.12,6.7
53,2020-04-01,300812SZ,50.78,51.68,53.35,50.77,14191,74196598.0,5.02,0.58,0.3,7.32
54,2020-04-02,300812SZ,51.85,54.0,54.25,51.67,18397,97530344.0,4.99,4.49,2.32,9.49
55,2020-04-03,300812SZ,54.0,52.95,54.0,52.76,13612,72387347.0,2.3,-1.94,-1.05,7.02
56,2020-04-07,300812SZ,54.83,54.22,56.0,53.77,13999,76020301.0,4.21,2.4,1.27,7.22
