,日期,股票代码,开盘价,收盘价,最高价,最低价,成交量,成交金额,振幅,涨跌幅,涨跌额,换手率
0,2020-07-02,300843SZ,12.01,14.41,14.41,12.01,434,624626.0,23.98,43.96,4.4,0.12
1,2020-07-03,300843SZ,15.85,15.85,15.85,15.85,178,282526.0,0.0,9.99,1.44,0.05
2,2020-07-06,300843SZ,17.44,17.44,17.44,17.44,227,396097.0,0.0,10.03,1.59,0.06
3,2020-07-07,300843SZ,19.18,19.18,19.18,19.18,259,495956.0,0.0,9.98,1.74,0.07
4,2020-07-08,300843SZ,21.1,21.1,21.1,21.1,376,793993.0,0.0,10.01,1.92,0.1
5,2020-07-09,300843SZ,23.21,23.21,23.21,23.21,259,600048.0,0.0,10.0,2.11,0.07
6,2020-07-10,300843SZ,25.53,25.53,25.53,25.53,816,2082482.0,0.0,10.0,2.32,0.22
7,2020-07-13,300843SZ,28.08,28.08,28.08,28.08,445,1248464.0,0.0,9.99,2.55,0.12
8,2020-07-14,300843SZ,30.89,30.89,30.89,30.89,1378,4255560.0,0.0,10.01,2.81,0.37
9,2020-07-15,300843SZ,33.98,33.98,33.98,33.98,1320,4485631.0,0.0,10.0,3.09,0.35
10,2020-07-16,300843SZ,37.38,37.38,37.38,37.38,7753,28979555.0,0.0,10.01,3.4,2.08
11,2020-07-17,300843SZ,34.18,36.54,37.6,33.64,232758,821343488.0,10.59,-2.25,-0.84,62.52
12,2020-07-20,300843SZ,35.55,34.17,35.94,32.9,155174,533465440.0,8.32,-6.49,-2.37,41.68
13,2020-07-21,300843SZ,33.71,32.56,33.81,32.0,127465,416774352.0,5.3,-4.71,-1.61,34.24
14,2020-07-22,300843SZ,31.99,33.67,34.11,31.77,140098,466008752.0,7.19,3.41,1.11,37.63
15,2020-07-23,300843SZ,33.33,32.95,33.33,31.5,99709,324041216.0,5.44,-2.14,-0.72,26.78
16,2020-07-24,300843SZ,32.43,32.36,34.45,32.36,108589,362813664.0,6.34,-1.79,-0.59,29.17
17,2020-07-27,300843SZ,32.0,30.45,32.26,29.18,104293,315671024.0,9.52,-5.9,-1.91,28.01
18,2020-07-28,300843SZ,30.41,30.17,30.93,29.52,66935,202445798.0,4.63,-0.92,-0.28,17.98
19,2020-07-29,300843SZ,29.66,32.01,32.95,29.66,101429,318477504.0,10.9,6.1,1.84,27.24
20,2020-07-30,300843SZ,31.71,31.93,32.5,30.92,84143,266335701.0,4.94,-0.25,-0.08,22.6
21,2020-07-31,300843SZ,31.72,32.06,33.47,31.58,98008,317452672.0,5.92,0.41,0.13,26.32
22,2020-08-03,300843SZ,32.4,34.14,34.4,31.9,117045,386559056.0,7.8,6.49,2.08,31.44
23,2020-08-04,300843SZ,34.37,36.03,36.33,33.34,149976,526682240.0,8.76,5.54,1.89,40.28
24,2020-08-05,300843SZ,35.1,33.57,35.26,33.06,105577,358718736.0,6.11,-6.83,-2.46,28.36
25,2020-08-06,300843SZ,33.11,32.0,34.2,31.8,94066,309679536.0,7.15,-4.68,-1.57,25.27
26,2020-08-07,300843SZ,31.4,30.43,31.93,30.03,66467,203893136.0,5.94,-4.91,-1.57,17.85
27,2020-08-10,300843SZ,30.34,30.93,30.98,29.9,37557,115119414.0,3.55,1.64,0.5,10.09
28,2020-08-11,300843SZ,30.81,29.96,31.26,29.8,40742,124131966.0,4.72,-3.14,-0.97,10.94
29,2020-08-12,300843SZ,29.95,29.78,30.25,28.72,37180,108715698.0,5.11,-0.6,-0.18,9.99
30,2020-08-13,300843SZ,29.86,29.73,30.28,29.7,25467,76360261.0,1.95,-0.17,-0.05,6.84
31,2020-08-14,300843SZ,29.74,29.16,29.76,28.6,31710,92217952.0,3.9,-1.92,-0.57,8.52
32,2020-08-17,300843SZ,29.16,29.77,29.79,29.01,25043,73799071.0,2.67,2.09,0.61,6.73
33,2020-08-18,300843SZ,29.58,29.95,30.01,29.43,26308,78308685.0,1.95,0.6,0.18,7.07
34,2020-08-19,300843SZ,29.89,28.83,29.89,28.79,27388,80226718.0,3.67,-3.74,-1.12,7.36
35,2020-08-20,300843SZ,28.5,29.35,29.45,28.06,25737,74105639.0,4.82,1.8,0.52,6.91
36,2020-08-21,300843SZ,29.32,30.15,30.3,29.3,39004,116728222.0,3.41,2.73,0.8,10.48
37,2020-08-24,300843SZ,29.7,29.39,29.97,28.51,30538,89401177.0,4.84,-2.52,-0.76,8.2
38,2020-08-25,300843SZ,29.47,31.52,32.88,29.3,77728,242209449.0,12.18,7.25,2.13,20.88
39,2020-08-26,300843SZ,31.73,30.3,32.35,30.18,60981,190326140.0,6.88,-3.87,-1.22,16.38
40,2020-08-27,300843SZ,29.81,29.58,30.2,28.56,46409,136437282.0,5.41,-2.38,-0.72,12.47
41,2020-08-28,300843SZ,29.61,31.3,32.0,29.13,59763,184657450.0,9.7,5.81,1.72,16.05
42,2020-08-31,300843SZ,31.88,32.85,33.5,31.56,91264,298757143.0,6.2,4.95,1.55,24.51
43,2020-09-01,300843SZ,32.2,32.89,33.39,31.58,71147,231501444.0,5.51,0.12,0.04,19.11
44,2020-09-02,300843SZ,33.22,32.93,33.49,31.83,60552,196639489.0,5.05,0.12,0.04,16.26
45,2020-09-03,300843SZ,32.97,30.69,32.99,30.65,61835,194408220.0,7.11,-6.8,-2.24,16.61
46,2020-09-04,300843SZ,29.53,30.01,30.28,29.18,31130,92901120.0,3.58,-2.22,-0.68,8.36
47,2020-09-07,300843SZ,30.01,29.7,30.42,29.63,25612,76819864.0,2.63,-1.03,-0.31,6.88
48,2020-09-08,300843SZ,29.6,29.15,29.98,28.7,30065,88052936.0,4.31,-1.85,-0.55,8.08
49,2020-09-09,300843SZ,28.8,29.13,30.38,28.18,36545,106303759.0,7.55,-0.07,-0.02,9.82
50,2020-09-10,300843SZ,29.2,26.5,29.59,26.32,40162,111770999.0,11.23,-9.03,-2.63,10.79
51,2020-09-11,300843SZ,26.03,27.29,27.35,25.95,20120,53828372.0,5.28,2.98,0.79,5.4
52,2020-09-14,300843SZ,27.33,28.5,28.9,27.33,27099,77021969.0,5.75,4.43,1.21,7.28
53,2020-09-15,300843SZ,28.11,28.96,29.49,28.11,30109,87399244.0,4.84,1.61,0.46,8.09
54,2020-09-16,300843SZ,28.98,29.46,29.63,28.48,30501,89105182.0,3.97,1.73,0.5,8.19
55,2020-09-17,300843SZ,29.69,29.95,31.15,28.91,58501,177943056.0,7.6,1.66,0.49,15.71
56,2020-09-18,300843SZ,29.61,29.5,30.48,29.41,35824,106866014.0,3.57,-1.5,-0.45,9.62
57,2020-09-21,300843SZ,29.5,29.99,30.4,28.9,25172,75045905.0,5.08,1.66,0.49,6.76
58,2020-09-22,300843SZ,29.55,29.5,30.48,29.34,21125,63148020.0,3.8,-1.63,-0.49,5.67
59,2020-09-23,300843SZ,29.37,30.12,30.31,29.37,20283,60723853.0,3.19,2.1,0.62,5.45
60,2020-09-24,300843SZ,29.6,28.89,29.94,28.7,27206,79838999.0,4.12,-4.08,-1.23,7.31
61,2020-09-25,300843SZ,29.0,28.15,29.17,27.97,19011,54217637.0,4.15,-2.56,-0.74,5.11
62,2020-09-28,300843SZ,28.35,28.34,29.9,28.28,18562,53714183.0,5.75,0.67,0.19,4.99
63,2020-09-29,300843SZ,28.31,28.13,28.76,28.0,14395,40879851.0,2.68,-0.74,-0.21,3.87
64,2020-09-30,300843SZ,28.45,28.19,28.87,27.72,16785,47583957.0,4.09,0.21,0.06,4.51
65,2020-10-09,300843SZ,28.66,29.82,29.9,28.66,23137,68037180.0,4.4,5.78,1.63,6.21
66,2020-10-12,300843SZ,30.85,30.49,30.85,29.7,35502,107951626.0,3.86,2.25,0.67,9.54
67,2020-10-13,300843SZ,30.5,30.99,31.3,30.25,35132,108227914.0,3.44,1.64,0.5,9.44
68,2020-10-14,300843SZ,30.74,31.55,31.56,30.38,42200,131540884.0,3.81,1.81,0.56,11.33
69,2020-10-15,300843SZ,31.54,31.1,32.8,30.4,72209,228710894.0,7.61,-1.43,-0.45,19.4
70,2020-10-16,300843SZ,30.45,31.55,31.96,29.7,57657,177534112.0,7.27,1.45,0.45,15.49
71,2020-10-19,300843SZ,31.57,31.53,32.15,30.83,32225,101194015.0,4.18,-0.06,-0.02,8.66
72,2020-10-20,300843SZ,31.25,32.21,32.47,30.83,52423,167287163.0,5.2,2.16,0.68,14.08
73,2020-10-21,300843SZ,32.06,31.35,32.17,30.97,41442,130677650.0,3.73,-2.67,-0.86,11.13
74,2020-10-22,300843SZ,31.33,32.43,33.35,30.51,67299,218022794.0,9.06,3.44,1.08,18.08
75,2020-10-23,300843SZ,33.0,31.17,33.94,30.88,77106,248071481.0,9.44,-3.89,-1.26,20.71
76,2020-10-26,300843SZ,30.6,32.67,32.83,30.6,71720,230020762.0,7.15,4.81,1.5,19.26
77,2020-10-27,300843SZ,32.4,32.09,32.96,31.0,53573,170515135.0,6.0,-1.78,-0.58,14.39
78,2020-10-28,300843SZ,32.01,34.3,34.55,31.03,112658,373751712.0,10.97,6.89,2.21,30.26
79,2020-10-29,300843SZ,33.66,33.65,34.46,33.02,83846,283386352.0,4.2,-1.9,-0.65,22.52
80,2020-10-30,300843SZ,33.68,40.38,40.38,33.41,156169,592330592.0,20.71,20.0,6.73,41.95
81,2020-11-02,300843SZ,44.0,48.46,48.46,43.47,177287,822635472.0,12.36,20.01,8.08,47.62
82,2020-11-03,300843SZ,52.0,48.94,55.55,47.56,298529,1535676576.0,16.49,0.99,0.48,80.18
83,2020-11-04,300843SZ,46.0,42.9,48.7,42.0,223012,1009869936.0,13.69,-12.34,-6.04,59.9
84,2020-11-05,300843SZ,41.51,42.71,44.58,41.51,162829,703840320.0,7.16,-0.44,-0.19,43.74
85,2020-11-06,300843SZ,42.72,40.7,44.84,39.83,154294,647103264.0,11.73,-4.71,-2.01,41.44
86,2020-11-09,300843SZ,40.51,41.55,41.85,39.79,116920,478081744.0,5.06,2.09,0.85,31.4
87,2020-11-10,300843SZ,41.03,38.72,41.28,38.25,100928,395400240.0,7.29,-6.81,-2.83,27.11
88,2020-11-11,300843SZ,38.7,38.36,39.17,37.87,73557,283324608.0,3.36,-0.93,-0.36,19.76
89,2020-11-12,300843SZ,38.74,37.7,38.88,37.05,61356,231596191.0,4.77,-1.72,-0.66,16.48
90,2020-11-13,300843SZ,37.78,38.15,38.5,37.4,50965,193250822.0,2.92,1.19,0.45,13.69
91,2020-11-16,300843SZ,38.13,36.3,38.13,35.64,65989,240146750.0,6.53,-4.85,-1.85,17.72
92,2020-11-17,300843SZ,36.3,36.67,37.3,36.22,59066,216327456.0,2.98,1.02,0.37,15.87
93,2020-11-18,300843SZ,36.46,40.7,42.18,36.08,161156,638445296.0,16.63,10.99,4.03,43.29
94,2020-11-19,300843SZ,39.71,41.48,43.6,39.0,153288,636819168.0,11.3,1.92,0.78,41.17
95,2020-11-20,300843SZ,41.0,40.51,41.4,39.08,90880,364795280.0,5.59,-2.34,-0.97,24.41
96,2020-11-23,300843SZ,40.5,37.93,40.81,37.78,86116,331168736.0,7.48,-6.37,-2.58,23.13
97,2020-11-24,300843SZ,38.08,38.19,39.32,37.93,53605,205808308.0,3.66,0.69,0.26,14.4
98,2020-11-25,300843SZ,37.82,36.44,38.47,36.21,68125,253284686.0,5.92,-4.58,-1.75,18.3
99,2020-11-26,300843SZ,36.49,35.28,36.96,35.2,54536,194683728.0,4.83,-3.18,-1.16,14.65
100,2020-11-27,300843SZ,35.8,35.92,35.92,34.81,36270,128497241.0,3.15,1.81,0.64,9.74
101,2020-11-30,300843SZ,35.38,35.58,36.3,35.35,36220,129747220.0,2.64,-0.95,-0.34,9.73
102,2020-12-01,300843SZ,35.7,37.24,37.65,35.58,61948,229205696.0,5.82,4.67,1.66,16.64
103,2020-12-02,300843SZ,36.92,36.66,37.49,36.4,42848,157809198.0,2.93,-1.56,-0.58,11.51
104,2020-12-03,300843SZ,36.93,36.82,36.97,35.37,44578,162045239.0,4.36,0.44,0.16,11.97
105,2020-12-04,300843SZ,36.67,35.86,36.78,35.86,29460,106841345.0,2.5,-2.61,-0.96,7.91
106,2020-12-07,300843SZ,36.03,36.73,37.0,35.4,35721,130044504.0,4.46,2.43,0.87,9.59
107,2020-12-08,300843SZ,36.4,38.6,39.29,36.07,98398,377534096.0,8.77,5.09,1.87,26.43
108,2020-12-09,300843SZ,38.14,36.4,38.8,36.4,66140,249354695.0,6.22,-5.7,-2.2,17.77
109,2020-12-10,300843SZ,36.0,35.15,36.36,34.18,59135,208316700.0,5.99,-3.43,-1.25,15.88
110,2020-12-11,300843SZ,35.68,33.4,35.69,32.75,48642,165289314.0,8.36,-4.98,-1.75,13.07
111,2020-12-14,300843SZ,33.0,33.45,33.68,32.7,26187,86771342.0,2.93,0.15,0.05,7.03
