,日期,股票代码,开盘价,收盘价,最高价,最低价,成交量,成交金额,振幅,涨跌幅,涨跌额,换手率
0,2021-04-19,300976SZ,252.0,231.0,270.2,227.9,61504,1525242016.0,25.18,37.5,63.0,47.12
1,2021-04-20,300976SZ,218.0,201.66,220.8,201.53,41763,875413344.0,8.34,-12.7,-29.34,31.99
2,2021-04-21,300976SZ,197.0,202.78,205.44,192.29,25741,514752608.0,6.52,0.56,1.12,19.72
3,2021-04-22,300976SZ,201.0,193.75,201.1,190.24,26638,519891264.0,5.36,-4.45,-9.03,20.41
4,2021-04-23,300976SZ,192.0,185.27,194.8,185.27,22213,419951680.0,4.92,-4.38,-8.48,17.02
5,2021-04-26,300976SZ,185.0,174.96,185.8,174.88,20974,376567248.0,5.89,-5.56,-10.31,16.07
6,2021-04-27,300976SZ,173.02,172.09,177.68,171.61,12817,223087002.0,3.47,-1.64,-2.87,9.82
7,2021-04-28,300976SZ,173.01,175.08,175.5,172.04,11579,201340262.0,2.01,1.74,2.99,8.87
8,2021-04-29,300976SZ,180.49,182.71,192.2,180.25,20640,384034944.0,6.83,4.36,7.63,15.81
9,2021-04-30,300976SZ,178.3,175.5,181.77,175.1,15092,267815668.0,3.65,-3.95,-7.21,11.56
10,2021-05-06,300976SZ,174.82,175.67,179.29,172.08,8819,155134099.0,4.11,0.1,0.17,6.76
11,2021-05-07,300976SZ,175.36,173.05,177.62,172.5,7737,135226994.0,2.91,-1.49,-2.62,5.93
12,2021-05-10,300976SZ,173.04,169.0,173.68,168.13,10098,171767579.0,3.21,-2.34,-4.05,7.74
13,2021-05-11,300976SZ,169.0,170.72,170.73,166.51,6917,116896847.0,2.5,1.02,1.72,5.3
14,2021-05-12,300976SZ,169.89,169.15,169.9,167.52,5598,94394144.0,1.39,-0.92,-1.57,4.29
15,2021-05-13,300976SZ,168.68,178.83,183.7,168.0,16232,286604560.0,9.28,5.72,9.68,12.43
16,2021-05-14,300976SZ,178.0,176.02,180.57,175.0,10036,177203434.0,3.11,-1.57,-2.81,7.69
17,2021-05-17,300976SZ,176.0,180.98,182.98,176.0,11317,204224199.0,3.97,2.82,4.96,8.67
18,2021-05-18,300976SZ,181.63,186.01,186.35,180.01,12097,223438191.0,3.5,2.78,5.03,9.27
19,2021-05-19,300976SZ,185.0,187.3,197.3,183.1,17238,329900560.0,7.63,0.69,1.29,13.21
20,2021-05-20,300976SZ,184.96,181.49,185.4,180.0,13480,245783567.0,2.88,-3.1,-5.81,10.33
21,2021-05-21,300976SZ,180.5,180.7,182.98,180.05,5656,102460495.0,1.61,-0.44,-0.79,4.33
22,2021-05-24,300976SZ,180.24,182.01,184.76,180.19,6365,116288904.0,2.53,0.72,1.31,4.88
23,2021-05-25,300976SZ,181.02,178.47,182.54,176.14,8731,155702661.0,3.52,-1.94,-3.54,6.69
24,2021-05-26,300976SZ,178.5,178.64,179.87,178.0,4977,88902715.0,1.05,0.1,0.17,3.81
25,2021-05-27,300976SZ,181.77,184.15,188.5,181.01,13073,242148175.0,4.19,3.08,5.51,10.01
26,2021-05-28,300976SZ,183.33,181.05,186.12,180.3,9167,167938442.0,3.16,-1.68,-3.1,7.02
27,2021-05-31,300976SZ,180.91,185.75,186.38,180.24,9012,165995716.0,3.39,2.6,4.7,6.9
28,2021-06-01,300976SZ,185.21,185.08,186.66,183.18,8653,159962913.0,1.87,-0.36,-0.67,6.63
29,2021-06-02,300976SZ,102.18,99.81,102.25,99.07,14363,143397201.0,1.72,-46.07,-85.27,6.11
30,2021-06-03,300976SZ,99.79,97.11,100.02,97.07,15615,153058832.0,2.96,-2.71,-2.7,6.65
31,2021-06-04,300976SZ,97.28,93.99,98.1,93.91,16928,161428070.0,4.31,-3.21,-3.12,7.2
32,2021-06-07,300976SZ,94.12,94.85,94.98,92.92,11347,106730441.0,2.19,0.91,0.86,4.83
