,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,成交额(万),总市值(万),流通市值(万),所在地域,所属行业,上市日期
1400,603259.SH,药明康德,67.64,-0.23,-0.34,137782.0,1.66,68.77,67.64,68.33,67.87,0.57,0.54,23.15,4.25,93983.76,20076376.73,17352155.36,江苏,化学制药,20180508
1401,300257.SZ,开山股份,14.69,-0.05,-0.34,15622.0,1.36,14.86,14.66,14.8,14.74,0.64,0.16,47.82,2.58,2306.53,1459649.84,1401633.76,上海,机械基件,20110819
1402,600186.SH,莲花健康,2.93,-0.01,-0.34,181902.0,2.04,2.98,2.92,2.93,2.94,1.06,1.01,62.61,3.69,5356.21,525613.03,525613.03,河南,食品,19980825
1403,600831.SH,广电网络,5.85,-0.02,-0.34,69610.0,1.7,5.93,5.83,5.86,5.87,0.93,0.98,138.82,1.1,4090.14,415649.78,415649.78,陕西,影视音像,19940224
1404,601718.SH,际华集团,2.92,-0.01,-0.34,241424.0,1.37,2.95,2.91,2.93,2.93,1.26,0.55,133.87,0.75,7082.6,1282355.79,1282355.79,北京,服饰,20100816
1405,688192.SH,迪哲医药-U,32.11,-0.11,-0.34,6177.0,2.39,32.87,32.1,32.27,32.22,0.43,0.52,-13.68,8.34,1997.86,1310574.05,379973.62,江苏,生物制药,20211210
1406,000756.SZ,新华制药,20.41,-0.07,-0.34,51153.0,1.56,20.7,20.38,20.5,20.48,0.69,1.16,22.71,3.25,10514.04,1377027.67,900093.57,山东,化学制药,19970806
1407,002330.SZ,得利斯,5.82,-0.02,-0.34,63522.0,1.2,5.89,5.82,5.85,5.84,1.34,1.0,41.63,1.53,3713.32,370614.57,369674.01,山东,食品,20100106
1408,600820.SH,XD隧道股,5.81,-0.02,-0.34,216482.0,2.4,5.93,5.79,5.85,5.83,1.58,0.69,10.18,0.68,12657.25,1826719.83,1826719.83,上海,建筑工程,19940128
1409,000659.SZ,珠海中富,2.9,-0.01,-0.34,141319.0,2.06,2.95,2.89,2.9,2.91,0.57,1.1,-39.19,9.83,4121.63,372853.73,372853.73,广东,广告包装,19961203
1410,000935.SZ,四川双马,17.37,-0.06,-0.34,44810.0,1.89,17.7,17.37,17.46,17.43,1.25,0.59,15.64,1.98,7846.43,1326095.86,1326095.86,四川,水泥,19990824
1411,600882.SH,妙可蓝多,20.2,-0.07,-0.35,35644.0,1.92,20.55,20.16,20.26,20.27,0.56,0.7,107.21,2.32,7247.19,1037859.13,1034348.37,上海,乳制品,19951206
1412,601607.SH,XD上海医,20.16,-0.07,-0.35,78847.0,1.29,20.38,20.12,20.35,20.23,0.92,0.41,12.3,1.12,15953.11,7465783.74,3893873.04,上海,医药商业,19940324
1413,002785.SZ,万里石,23.04,-0.08,-0.35,18985.0,1.56,23.29,22.93,23.09,23.12,0.59,1.14,-320.94,7.82,4384.16,463449.6,384023.93,福建,其他建材,20151223
1414,002080.SZ,中材科技,20.15,-0.07,-0.35,52726.0,2.03,20.54,20.13,20.33,20.22,1.21,0.31,20.2,2.04,10722.8,3381419.02,3381419.02,江苏,玻璃,20061120
1415,300796.SZ,贝斯美,11.51,-0.04,-0.35,28838.0,3.29,11.82,11.44,11.55,11.55,0.98,0.8,20.98,2.51,3364.09,415675.45,415675.45,浙江,农药化肥,20191115
1416,000737.SZ,北方铜业,5.74,-0.02,-0.35,65139.0,1.74,5.82,5.72,5.78,5.76,0.8,0.9,12.38,2.25,3764.13,1017389.84,416937.35,山西,铜,19970428
1417,000517.SZ,荣安地产,2.87,-0.01,-0.35,371602.0,3.47,2.94,2.84,2.91,2.88,1.74,1.49,3.52,1.04,10727.78,913785.75,715200.1,浙江,区域地产,19930806
1418,002740.SZ,*ST爱迪,2.86,-0.01,-0.35,52825.0,2.44,2.9,2.83,2.88,2.87,0.35,1.3,-7.11,-2.11,1510.08,129861.47,115822.36,福建,服饰,20150122
1419,300999.SZ,金龙鱼,39.99,-0.14,-0.35,38549.0,1.15,40.42,39.96,40.34,40.13,0.89,0.71,63.46,2.43,15481.31,21680944.55,2170045.74,上海,食品,20201015
1420,601212.SH,白银有色,2.84,-0.01,-0.35,206388.0,1.75,2.87,2.82,2.86,2.85,0.84,0.28,-76.99,1.43,5881.07,2102955.96,2102955.96,甘肃,铜,20170215
1421,603272.SH,联翔股份,17.03,-0.06,-0.35,9273.0,1.46,17.21,16.96,17.1,17.09,1.68,2.33,-109.83,2.79,1587.25,176476.78,67748.32,浙江,家居用品,20220520
1422,600720.SH,祁连山,11.3,-0.04,-0.35,58174.0,1.15,11.42,11.29,11.32,11.34,1.09,0.75,205.89,1.01,6607.45,877208.02,877063.84,甘肃,水泥,19960716
1423,300717.SZ,华信新材,16.92,-0.06,-0.35,10891.0,2.0,17.25,16.91,17.05,16.98,0.87,1.07,60.39,2.72,1858.14,173895.3,172335.95,江苏,塑料,20171106
1424,002175.SZ,东方智造,2.82,-0.01,-0.35,261707.0,3.18,2.9,2.81,2.83,2.83,2.32,2.05,1202.61,7.35,7471.77,360052.16,360049.34,广西,电器仪表,20071012
1425,603662.SH,柯力传感,30.99,-0.11,-0.35,106944.0,4.95,32.0,30.46,30.95,31.1,1.15,3.81,39.21,3.86,33434.5,877747.72,870291.76,浙江,电器仪表,20190806
1426,000677.SZ,恒天海龙,2.81,-0.01,-0.35,39792.0,1.42,2.84,2.8,2.83,2.82,0.84,0.46,66.28,5.72,1124.2,242777.8,242777.8,山东,化纤,19961226
1427,000902.SZ,新洋丰,11.21,-0.04,-0.36,93449.0,2.76,11.52,11.21,11.26,11.25,1.31,0.79,8.95,1.69,10601.69,1462377.33,1328714.15,湖北,农药化肥,19990408
1428,301035.SZ,润丰股份,84.02,-0.3,-0.36,5653.0,2.73,85.64,83.34,84.32,84.32,0.83,0.64,31.84,3.94,4772.52,2328326.48,738130.34,山东,农药化肥,20210728
1429,002278.SZ,神开股份,5.59,-0.02,-0.36,42541.0,1.6,5.66,5.57,5.63,5.61,1.13,1.25,-58.52,1.92,2384.86,203425.49,189697.44,上海,化工机械,20090811
1430,603113.SH,金能科技,8.38,-0.03,-0.36,45264.0,1.66,8.5,8.36,8.43,8.41,1.38,0.53,-12.91,0.87,3821.82,716563.05,716563.05,山东,焦炭加工,20170511
1431,603010.SH,万盛股份,11.17,-0.04,-0.36,15451.0,1.25,11.29,11.15,11.27,11.21,0.85,0.32,28.56,1.67,1734.16,658559.29,542049.55,浙江,化工原料,20141010
1432,301090.SZ,华润材料,11.16,-0.04,-0.36,52761.0,1.52,11.29,11.12,11.21,11.2,1.07,2.38,25.25,2.38,5915.4,1658776.48,247645.96,江苏,化工原料,20211026
1433,002652.SZ,扬子新材,2.79,-0.01,-0.36,54304.0,1.43,2.82,2.78,2.8,2.8,0.91,1.06,-58.45,6.46,1517.31,142865.86,142713.17,江苏,其他建材,20120119
1434,001225.SZ,和泰机电,44.52,-0.16,-0.36,2771.0,1.03,44.92,44.46,44.69,44.68,0.52,1.71,22.95,2.11,1238.46,287896.59,71974.59,浙江,专用机械,20230222
1435,300997.SZ,欢乐家,13.91,-0.05,-0.36,22001.0,2.29,14.12,13.8,14.0,13.96,0.9,2.44,18.35,4.75,3074.43,625950.0,125190.0,广东,软饮料,20210602
1436,601825.SH,沪农商行,5.56,-0.02,-0.36,53838.0,0.9,5.6,5.55,5.59,5.58,0.83,0.12,3.83,0.52,3001.4,5362311.11,2569700.48,上海,银行,20210819
1437,688006.SH,杭可科技,30.52,-0.11,-0.36,45559.0,3.66,31.25,30.13,30.13,30.63,0.91,0.75,21.9,4.02,14065.0,1842407.41,1842407.41,浙江,电气设备,20190722
1438,688599.SH,天合光能,36.06,-0.13,-0.36,89392.0,2.38,36.86,36.0,36.49,36.19,0.71,0.41,11.08,2.91,32503.97,7837857.94,7837857.94,江苏,电气设备,20200610
1439,000812.SZ,陕西金叶,5.49,-0.02,-0.36,501114.0,4.36,5.65,5.41,5.41,5.51,2.17,6.52,55.05,2.39,27699.56,422012.25,421718.84,陕西,广告包装,19980623
1440,600170.SH,上海建工,2.74,-0.01,-0.36,337185.0,1.45,2.77,2.73,2.76,2.75,1.03,0.38,23.76,0.81,9271.77,2434747.49,2434747.49,上海,建筑工程,19980623
1441,002206.SZ,海 利 得,5.48,-0.02,-0.36,60313.0,1.45,5.54,5.46,5.5,5.5,1.1,0.66,23.78,1.88,3321.85,639930.96,501965.51,浙江,化纤,20080123
1442,000953.SZ,河化股份,5.48,-0.02,-0.36,32423.0,2.55,5.61,5.47,5.52,5.5,0.98,0.89,-319.56,26.28,1792.88,200634.96,200634.96,广西,化学制药,19991202
1443,600638.SH,新黄浦,5.47,-0.02,-0.36,27547.0,1.46,5.53,5.45,5.48,5.49,1.34,0.41,226.79,0.84,1512.41,368348.04,368348.04,上海,区域地产,19930326
1444,603656.SH,泰禾智能,13.66,-0.05,-0.36,34686.0,2.84,13.94,13.55,13.76,13.71,0.61,2.28,-198.53,1.92,4773.52,250490.74,207694.29,安徽,专用机械,20170321
1445,600497.SH,驰宏锌锗,5.46,-0.02,-0.36,1263233.0,1.82,5.55,5.45,5.48,5.48,0.92,2.48,11.97,1.87,69554.31,2779845.2,2779845.2,云南,铅锌,20040420
1446,600293.SH,三峡新材,2.73,-0.01,-0.36,96957.0,1.82,2.77,2.72,2.76,2.74,0.64,0.84,-9.87,1.98,2661.6,316719.6,316719.6,湖北,玻璃,20000919
1447,002958.SZ,青农商行,2.73,-0.01,-0.36,144887.0,0.73,2.75,2.73,2.74,2.74,1.33,0.3,3.82,0.49,3971.42,1516682.84,1335533.95,山东,银行,20190326
1448,688779.SH,长远锂科,10.87,-0.04,-0.37,70428.0,2.2,11.11,10.87,10.96,10.91,1.54,0.69,5641.02,2.85,7746.04,2097059.55,1111432.41,湖南,电气设备,20210811
1449,601908.SH,京运通,5.43,-0.02,-0.37,196340.0,1.47,5.51,5.43,5.45,5.45,0.68,0.81,10.81,1.14,10736.54,1311129.35,1311129.35,北京,新型电力,20110908
1450,300677.SZ,英科医疗,21.67,-0.08,-0.37,30108.0,1.52,21.95,21.62,21.75,21.75,0.36,0.63,-23.32,0.92,6548.43,1427874.43,1034761.98,山东,医疗保健,20170721
1451,605099.SH,共创草坪,24.36,-0.09,-0.37,15323.0,2.62,24.85,24.21,24.48,24.45,1.04,3.82,26.01,4.53,3765.18,974619.24,97659.24,江苏,文教休闲,20200930
1452,002718.SZ,友邦吊顶,16.22,-0.06,-0.37,6720.0,2.09,16.34,16.0,16.29,16.28,0.76,1.09,52.97,2.09,1089.35,213208.38,99772.06,浙江,其他建材,20140128
1453,301096.SZ,百诚医药,59.45,-0.22,-0.37,6178.0,1.24,60.07,59.33,59.68,59.67,0.89,0.9,45.84,2.63,3678.6,643050.84,407628.84,浙江,医疗保健,20211220
1454,688050.SH,爱博医疗,189.0,-0.7,-0.37,3310.0,2.13,192.93,188.88,191.8,189.7,0.87,0.47,63.43,10.53,6302.26,1989243.75,1317916.28,北京,医疗保健,20200729
1455,600989.SH,宝丰能源,13.49,-0.05,-0.37,126511.0,1.77,13.7,13.46,13.53,13.54,0.9,0.17,20.87,2.91,17215.75,9892702.64,9892702.64,宁夏,化工原料,20190516
1456,301071.SZ,力量钻石,40.27,-0.15,-0.37,26099.0,2.65,41.33,40.26,40.33,40.42,1.0,1.99,35.12,2.02,10635.74,1048116.6,528808.8,河南,矿物制品,20210924
1457,300125.SZ,聆达股份,16.04,-0.06,-0.37,19113.0,1.68,16.28,16.01,16.24,16.1,0.5,0.73,-157.7,6.52,3083.39,425861.99,422695.68,辽宁,电气设备,20101013
1458,000995.SZ,*ST皇台,16.03,-0.06,-0.37,6982.0,1.86,16.3,16.0,16.09,16.09,0.6,0.39,288.7,20.81,1124.86,284385.02,284385.02,甘肃,白酒,20000807
1459,603488.SH,展鹏科技,8.0,-0.03,-0.37,23053.0,2.12,8.14,7.97,8.08,8.03,1.07,0.79,36.94,2.48,1856.49,233592.35,233592.35,江苏,运输设备,20170516
1460,300931.SZ,通用电梯,8.0,-0.03,-0.37,88148.0,3.86,8.2,7.89,8.03,8.03,3.04,8.44,-174.75,2.78,7091.87,192116.8,83554.4,江苏,运输设备,20210121
1461,600815.SH,厦工股份,2.66,-0.01,-0.37,49258.0,1.12,2.68,2.65,2.67,2.67,1.1,0.28,-127.81,3.17,1313.36,471909.13,471909.13,福建,工程机械,19940128
1462,688388.SH,嘉元科技,23.92,-0.09,-0.37,36638.0,2.58,24.53,23.91,24.17,24.01,0.63,0.89,69.2,1.46,8885.89,1019561.36,985037.65,广东,电气设备,20190722
1463,000782.SZ,美达股份,5.31,-0.02,-0.38,27781.0,1.13,5.37,5.31,5.37,5.33,0.72,0.53,-43.46,2.02,1482.11,280442.14,280442.14,广东,化纤,19970619
1464,301216.SZ,万凯新材,15.92,-0.06,-0.38,28238.0,1.31,16.12,15.91,15.96,15.98,0.82,1.01,10.05,1.49,4523.73,820028.22,445625.63,浙江,化工原料,20220329
1465,688221.SH,前沿生物-U,10.61,-0.04,-0.38,13510.0,1.5,10.76,10.6,10.71,10.65,1.04,0.66,-13.12,2.49,1441.49,397427.95,218273.33,江苏,生物制药,20201028
1466,301100.SZ,风光股份,21.22,-0.08,-0.38,5362.0,1.41,21.48,21.18,21.45,21.3,0.92,1.07,62.88,2.01,1143.22,424400.0,106100.0,辽宁,化工原料,20211217
1467,603021.SH,山东华鹏,5.28,-0.02,-0.38,21263.0,1.51,5.32,5.24,5.29,5.3,0.95,0.66,-9.14,3.54,1122.43,168932.58,168932.58,山东,家居用品,20150423
1468,600358.SH,国旅联合,5.28,-0.02,-0.38,38627.0,1.89,5.36,5.26,5.34,5.3,1.09,0.76,-584.69,14.54,2051.12,266606.56,266606.56,江西,旅游服务,20000922
1469,000952.SZ,广济药业,7.92,-0.03,-0.38,27078.0,1.38,7.98,7.87,7.95,7.95,0.54,0.79,-15.91,1.92,2141.77,280347.36,272438.19,湖北,化学制药,19991112
1470,688349.SH,三一重能,31.66,-0.12,-0.38,14952.0,3.05,32.35,31.38,31.85,31.78,1.24,0.81,19.78,3.4,4774.9,3816679.53,584190.32,北京,电气设备,20220622
1471,000505.SZ,京粮控股,7.91,-0.03,-0.38,63200.0,2.27,8.08,7.9,8.03,7.94,0.7,0.95,38.58,1.86,5035.72,575017.65,523622.42,海南,食品,19921221
1472,002872.SZ,ST天圣,5.27,-0.02,-0.38,4331.0,1.13,5.31,5.25,5.3,5.29,0.37,0.2,-26.36,0.77,228.43,167586.0,113222.09,重庆,医药商业,20170519
1473,688669.SH,聚石化学,18.43,-0.07,-0.38,7345.0,1.95,18.74,18.38,18.6,18.5,1.17,1.21,38.52,1.44,1356.73,223617.33,112219.96,广东,化工原料,20210125
1474,601568.SH,北元集团,5.26,-0.02,-0.38,64739.0,0.76,5.29,5.25,5.28,5.28,1.03,0.25,37.99,1.64,3417.21,2089388.89,1339079.7,陕西,化工原料,20201020
1475,002182.SZ,云海金属,21.0,-0.08,-0.38,45868.0,2.18,21.4,20.94,21.25,21.08,0.63,0.82,67.04,3.46,9677.77,1357487.33,1170114.3,江苏,小金属,20071113
1476,688556.SH,高测股份,47.18,-0.18,-0.38,27027.0,2.36,48.16,47.04,47.66,47.36,0.66,1.13,11.96,5.14,12843.48,1599758.7,1130199.14,山东,专用机械,20200807
1477,002937.SZ,兴瑞科技,26.17,-0.1,-0.38,24609.0,1.75,26.5,26.04,26.5,26.27,1.19,0.85,37.61,6.25,6449.22,779264.61,760406.57,浙江,元器件,20180926
1478,601611.SH,中国核建,7.82,-0.03,-0.38,107487.0,0.89,7.87,7.8,7.85,7.85,0.79,0.37,11.62,1.35,8428.55,2361226.83,2279834.93,上海,建筑工程,20160606
1479,600188.SH,兖矿能源,18.23,-0.07,-0.38,162534.0,2.35,18.64,18.21,18.31,18.3,0.51,0.36,6.0,1.84,29878.01,13566840.23,8202462.2,山东,煤炭开采,19980701
1480,002805.SZ,丰元股份,20.82,-0.08,-0.38,44501.0,3.01,21.38,20.75,20.8,20.9,0.8,2.06,-10.93,2.52,9370.02,583090.14,448774.74,山东,电气设备,20160707
1481,688538.SH,和辉光电-U,2.6,-0.01,-0.38,156049.0,0.77,2.62,2.6,2.62,2.61,1.03,0.27,-21.2,2.35,4076.61,3611304.63,1495581.29,上海,半导体,20210528
1482,600741.SH,华域汽车,18.18,-0.07,-0.38,71474.0,2.41,18.6,18.16,18.34,18.25,0.96,0.23,9.99,1.1,13107.3,5731652.2,5731652.2,上海,汽车配件,19960826
1483,000695.SZ,滨海能源,12.98,-0.05,-0.38,5718.0,1.15,13.08,12.93,13.03,13.03,0.3,0.26,-30.49,16.23,742.58,288347.51,287794.3,天津,广告包装,19970218
1484,301368.SZ,丰立智能,51.88,-0.2,-0.38,70866.0,6.28,54.5,51.23,52.67,52.08,1.85,23.54,194.32,6.53,37589.03,623078.8,156158.56,浙江,机械基件,20221215
1485,000518.SZ,四环生物,2.59,-0.01,-0.38,33831.0,1.15,2.61,2.58,2.6,2.6,0.94,0.33,-35.16,4.95,879.06,266655.06,266649.74,江苏,生物制药,19930908
1486,600522.SH,中天科技,15.5,-0.06,-0.39,237257.0,1.35,15.68,15.47,15.62,15.56,0.46,0.7,17.22,1.7,36909.37,5290071.96,5290071.96,江苏,通信设备,20021024
1487,002274.SZ,华昌化工,7.75,-0.03,-0.39,47412.0,1.93,7.89,7.74,7.81,7.78,0.88,0.51,8.98,1.5,3707.28,738082.6,726949.33,江苏,农药化肥,20080925
1488,300953.SZ,震裕科技,72.05,-0.28,-0.39,3736.0,2.27,73.65,72.01,72.92,72.33,0.79,0.82,117.37,3.08,2724.49,740550.43,328403.9,浙江,电气设备,20210318
1489,601916.SH,浙商银行,2.57,-0.01,-0.39,897494.0,1.16,2.59,2.56,2.58,2.58,1.01,0.42,2.98,0.45,23111.4,6707298.04,5536920.04,浙江,银行,20191126
1490,600808.SH,马钢股份,2.56,-0.01,-0.39,110392.0,0.78,2.58,2.56,2.57,2.57,0.75,0.18,-9.76,0.69,2838.28,1989065.52,1527744.3,安徽,普钢,19940106
1491,002442.SZ,龙星化工,5.1,-0.02,-0.39,41175.0,1.17,5.15,5.09,5.14,5.12,1.27,0.85,49.13,1.56,2110.9,250318.2,246250.04,河北,化工原料,20100706
1492,600138.SH,中青旅,12.73,-0.05,-0.39,119117.0,1.64,12.92,12.71,12.79,12.78,1.1,1.65,-479.77,1.53,15256.21,921448.32,921448.32,北京,旅游服务,19971203
1493,002973.SZ,侨银股份,12.66,-0.05,-0.39,21380.0,1.97,12.9,12.65,12.82,12.71,1.08,1.04,12.18,2.65,2728.09,517369.83,259117.33,广东,环境保护,20200106
1494,603051.SH,鹿山新材,40.51,-0.16,-0.39,18952.0,1.94,41.0,40.21,40.68,40.67,0.61,3.87,-26.96,3.0,7698.53,378035.27,198252.31,广东,塑料,20220325
1495,600575.SH,淮河能源,2.53,-0.01,-0.39,143399.0,1.18,2.55,2.52,2.54,2.54,0.88,0.37,14.88,0.95,3632.36,983224.05,983224.05,安徽,铁路,20030328
1496,000886.SZ,海南高速,5.05,-0.02,-0.39,45494.0,1.18,5.09,5.03,5.05,5.07,0.77,0.47,-1203.68,1.68,2301.94,499358.29,492628.61,海南,区域地产,19980123
1497,600208.SH,新湖中宝,2.52,-0.01,-0.4,566902.0,1.98,2.56,2.51,2.53,2.53,1.44,0.67,7.57,0.51,14366.63,2144253.08,2143957.83,浙江,全国地产,19990623
1498,300108.SZ,*ST吉药,2.52,-0.01,-0.4,230241.0,5.93,2.65,2.5,2.56,2.53,0.92,3.51,-20.74,29.64,5891.9,167835.7,165452.97,吉林,中成药,20100825
1499,002180.SZ,纳思达,32.75,-0.13,-0.4,68454.0,2.01,33.24,32.58,32.87,32.88,1.03,0.54,54.8,2.92,22481.28,4638309.59,4189102.56,广东,IT设备,20071113
1500,000571.SZ,新大洲A,2.51,-0.01,-0.4,149111.0,3.17,2.57,2.49,2.54,2.52,0.59,1.83,-26.03,5.61,3753.29,204330.06,204322.68,海南,煤炭开采,19940525
1501,600080.SH,金花股份,7.52,-0.03,-0.4,13845.0,1.32,7.6,7.5,7.55,7.55,0.65,0.37,149.92,1.66,1043.29,280699.25,280699.25,陕西,中成药,19970612
1502,601996.SH,丰林集团,2.5,-0.01,-0.4,68748.0,2.39,2.53,2.47,2.51,2.51,1.61,0.6,-70.65,1.02,1725.73,286405.7,286405.7,广西,家居用品,20110929
1503,003018.SZ,金富科技,9.99,-0.04,-0.4,10019.0,1.5,10.1,9.95,10.05,10.03,1.01,1.32,33.32,1.86,1004.02,259740.0,75820.8,广东,塑料,20201106
1504,603667.SH,五洲新春,14.98,-0.06,-0.4,91559.0,3.52,15.43,14.9,15.05,15.04,0.65,2.83,30.61,2.17,13877.82,491920.16,484839.06,浙江,机械基件,20161025
1505,002779.SZ,中坚科技,24.92,-0.1,-0.4,5524.0,2.16,25.4,24.86,25.15,25.02,0.9,0.47,35.85,4.89,1385.78,328944.0,295138.84,浙江,农用机械,20151209
1506,601828.SH,美凯龙,4.98,-0.02,-0.4,158451.0,1.2,5.03,4.97,5.01,5.0,1.37,0.44,37.16,0.4,7926.83,2168656.87,1799496.63,上海,其他商业,20180117
1507,002256.SZ,兆新股份,2.49,-0.01,-0.4,581093.0,4.4,2.58,2.47,2.5,2.5,1.25,4.16,-18.12,3.98,14637.7,468720.56,347611.41,深圳,新型电力,20080625
1508,605208.SH,永茂泰,9.93,-0.04,-0.4,38182.0,2.21,10.1,9.88,10.03,9.97,0.79,2.27,-54.26,1.6,3808.68,327630.42,167335.49,上海,铝,20210308
1509,002204.SZ,大连重工,4.96,-0.02,-0.4,98882.0,1.61,5.02,4.94,5.0,4.98,0.78,0.51,20.98,1.42,4920.32,957959.54,957959.54,辽宁,专用机械,20080116
1510,600998.SH,九州通,9.89,-0.04,-0.4,48365.0,1.51,10.0,9.85,9.97,9.93,0.91,0.17,12.3,1.25,4807.88,2761352.75,2761352.75,湖北,医药商业,20101102
1511,300758.SZ,七彩化学,9.88,-0.04,-0.4,31433.0,2.92,10.15,9.86,9.96,9.92,1.17,1.0,-68.09,2.56,3143.7,403207.07,311984.18,辽宁,染料涂料,20190222
1512,000088.SZ,盐 田 港,4.91,-0.02,-0.41,41527.0,1.01,4.95,4.9,4.93,4.93,1.28,0.18,25.98,1.16,2048.37,1104338.42,1104325.52,深圳,港口,19970728
1513,688235.SH,百济神州-U,117.48,-0.48,-0.41,6869.0,2.46,120.2,117.3,118.0,117.96,0.53,0.62,-16.46,5.63,8160.18,16111444.39,1297602.41,北京,生物制药,20211215
1514,603333.SH,尚纬股份,4.89,-0.02,-0.41,83856.0,1.43,4.94,4.87,4.89,4.91,1.29,1.35,435.67,1.44,4113.67,303926.99,303926.99,四川,电气设备,20120507
1515,603499.SH,翔港科技,9.76,-0.04,-0.41,15813.0,1.84,9.9,9.72,9.86,9.8,0.85,0.79,118.78,3.43,1554.01,196325.76,196325.76,上海,广告包装,20171016
1516,600467.SH,好当家,2.44,-0.01,-0.41,118179.0,1.22,2.46,2.43,2.45,2.45,1.12,0.81,118.34,1.07,2887.53,356482.61,356482.61,山东,渔业,20040405
1517,600704.SH,物产中大,4.86,-0.02,-0.41,222977.0,1.23,4.91,4.85,4.88,4.88,1.07,0.44,6.52,0.79,10890.56,2523973.95,2485784.07,浙江,仓储物流,19960606
1518,000592.SZ,平潭发展,2.43,-0.01,-0.41,166568.0,1.64,2.46,2.42,2.45,2.44,0.47,0.87,-382.05,1.99,4065.15,469422.76,465086.67,福建,林业,19960327
1519,002262.SZ,恩华药业,26.72,-0.11,-0.41,25234.0,1.64,27.04,26.6,26.82,26.83,0.49,0.29,29.59,4.77,6755.54,2692275.38,2356003.07,江苏,化学制药,20080723
1520,603115.SH,海星股份,14.5,-0.06,-0.41,9841.0,1.51,14.64,14.42,14.64,14.56,1.06,0.41,68.2,1.86,1428.75,346840.0,346840.0,江苏,铝,20190809
1521,603162.SH,海通发展,16.88,-0.07,-0.41,6768.0,1.18,17.04,16.84,16.95,16.95,0.8,1.11,33.59,2.98,1145.65,1031173.92,103117.39,福建,港口,20230329
1522,300927.SZ,江天化学,16.88,-0.07,-0.41,9525.0,1.77,17.15,16.85,16.96,16.95,0.64,1.12,26.69,3.8,1621.12,243679.68,143966.21,江苏,化工原料,20210107
1523,002688.SZ,金河生物,4.82,-0.02,-0.41,37015.0,1.45,4.87,4.8,4.85,4.84,1.08,0.5,25.47,1.73,1791.88,376163.6,359098.07,内蒙,农业综合,20120713
1524,300559.SZ,佳发教育,14.43,-0.06,-0.41,81537.0,4.97,14.97,14.25,14.66,14.49,1.33,2.7,413.7,5.7,11894.78,576499.52,435179.45,四川,软件服务,20161101
1525,600217.SH,中再资环,4.8,-0.02,-0.41,43651.0,0.83,4.84,4.8,4.82,4.82,1.41,0.31,-220.66,2.63,2106.3,666556.7,666556.7,陕西,环境保护,19991216
1526,600097.SH,开创国际,9.6,-0.04,-0.41,14689.0,1.87,9.71,9.53,9.68,9.64,0.76,0.61,1532.94,1.13,1414.71,231299.1,231299.1,上海,渔业,19970619
1527,002798.SZ,帝欧家居,7.2,-0.03,-0.41,23421.0,1.94,7.32,7.18,7.25,7.23,0.92,0.8,-8.63,1.12,1698.43,277179.87,210822.95,四川,家居用品,20160525
1528,002391.SZ,长青股份,7.19,-0.03,-0.42,40437.0,1.39,7.27,7.17,7.25,7.22,1.03,0.87,12.91,1.02,2920.95,467057.04,333968.89,江苏,农药化肥,20100416
1529,600332.SH,白云山,31.07,-0.13,-0.42,46007.0,1.22,31.4,31.02,31.28,31.2,0.89,0.33,6.62,1.53,14370.94,5051332.48,4368103.18,广东,中成药,20010206
1530,002054.SZ,德美化工,7.17,-0.03,-0.42,20149.0,1.25,7.23,7.14,7.23,7.2,0.84,0.53,-170.61,1.4,1447.02,345676.78,274678.4,广东,染料涂料,20060725
1531,600909.SH,华安证券,4.77,-0.02,-0.42,183554.0,1.46,4.82,4.75,4.8,4.79,1.18,0.39,15.38,1.14,8788.52,2240785.24,2240785.24,安徽,证券,20161206
1532,002756.SZ,永兴材料,54.8,-0.23,-0.42,92395.0,1.76,55.54,54.57,55.27,55.03,0.91,2.39,7.93,2.65,50867.39,2954276.44,2117474.63,浙江,小金属,20150515
1533,603680.SH,XD今创集,9.51,-0.04,-0.42,18052.0,1.78,9.66,9.49,9.59,9.55,0.92,0.23,68.65,1.55,1724.13,745316.55,745316.55,江苏,运输设备,20180227
1534,300019.SZ,硅宝科技,16.61,-0.07,-0.42,18874.0,2.04,16.94,16.6,16.69,16.68,0.97,0.56,29.53,3.0,3167.65,649558.47,557057.56,四川,化工原料,20091030
1535,600511.SH,国药股份,33.14,-0.14,-0.42,33410.0,1.41,33.38,32.91,33.35,33.28,0.55,0.6,15.08,1.78,11053.88,2500422.94,1833790.05,北京,医药商业,20021127
1536,000153.SZ,丰原药业,9.46,-0.04,-0.42,31923.0,1.26,9.58,9.46,9.53,9.5,0.92,1.02,17.07,1.8,3034.6,314177.22,295130.46,安徽,化学制药,20000920
1537,000912.SZ,泸天化,4.72,-0.02,-0.42,114137.0,1.69,4.8,4.72,4.74,4.74,1.29,0.73,10.67,1.15,5438.54,740096.0,740096.0,四川,农药化肥,19990603
1538,300725.SZ,药石科技,47.16,-0.2,-0.42,20538.0,2.22,48.09,47.04,47.52,47.36,0.75,1.22,40.76,3.66,9771.1,941617.78,794386.79,江苏,化学制药,20171110
1539,688189.SH,南新制药,9.42,-0.04,-0.42,13231.0,1.37,9.54,9.41,9.49,9.46,1.01,0.48,51.56,1.95,1252.11,258484.8,258484.8,湖南,化学制药,20200326
