,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,成交额(万),总市值(万),流通市值(万),所在地域,所属行业,上市日期
40,603803.SH,瑞斯康达,9.35,0.85,10.0,72236.0,0.0,9.35,9.35,9.35,8.5,0.69,1.72,-36.84,2.13,6754.08,405954.15,393686.95,北京,通信设备,20170420
41,002401.SZ,中远海科,26.95,2.45,10.0,410777.0,11.51,26.95,24.13,24.3,24.5,1.67,11.16,46.87,6.67,108138.55,1002282.79,991546.53,上海,软件服务,20100506
42,002395.SZ,双象股份,13.31,1.21,10.0,357192.0,17.02,13.31,11.25,11.55,12.1,1.16,13.32,135.37,4.12,44848.06,356986.18,356986.18,江苏,塑料,20100429
43,002306.SZ,中科云网,4.29,0.39,10.0,133223.0,9.74,4.29,3.91,3.91,3.9,2.51,1.64,-32.61,87.79,5600.84,379433.34,348901.47,北京,互联网,20091111
44,002889.SZ,东方嘉盛,27.4,2.49,10.0,62844.0,10.4,27.4,24.81,25.04,24.91,7.84,7.0,15.8,1.79,16908.25,378397.92,246132.16,深圳,仓储物流,20170731
45,603228.SH,景旺电子,25.86,2.35,10.0,271795.0,1.53,25.86,25.5,25.86,23.51,2.14,3.23,25.9,2.9,70259.04,2190989.94,2177081.99,深圳,元器件,20170106
46,603933.SH,睿能科技,25.31,2.3,10.0,431449.0,12.47,25.31,22.44,23.13,23.01,2.69,21.05,79.28,4.25,103680.7,532796.25,518650.5,福建,元器件,20170706
47,603869.SH,新智认知,13.44,1.22,9.98,63882.0,0.0,13.44,13.44,13.44,12.22,1.65,1.27,219.82,1.7,8585.73,678048.68,678048.68,广西,软件服务,20150326
48,002835.SZ,同为股份,17.19,1.56,9.98,88421.0,10.81,17.19,15.5,15.64,15.63,1.85,6.95,108.97,4.05,14687.54,377310.07,218797.7,深圳,IT设备,20161228
49,600560.SH,金自天正,15.76,1.43,9.98,31740.0,0.0,15.76,15.76,15.76,14.33,0.54,1.42,55.12,3.99,5002.22,352465.31,352465.31,北京,电气设备,20020919
50,605118.SH,力鼎光电,18.41,1.67,9.98,120692.0,8.18,18.41,17.04,18.41,16.74,1.21,28.93,62.52,5.43,21588.52,749877.78,76792.16,福建,元器件,20200730
51,600833.SH,第一医药,13.67,1.24,9.98,77132.0,10.14,13.67,12.41,12.49,12.43,1.87,3.46,25.75,3.06,10251.1,304959.04,304959.04,上海,医药商业,19940224
52,000070.SZ,特发信息,8.93,0.81,9.98,1206058.0,9.85,8.93,8.13,8.24,8.12,2.53,13.57,-194.04,4.69,102457.37,804007.87,793500.71,深圳,通信设备,20000511
53,603099.SH,长白山,10.81,0.98,9.97,140437.0,10.48,10.81,9.78,9.85,9.83,5.55,5.27,-174.23,3.2,14704.52,288270.27,288270.27,吉林,旅游景点,20140822
54,603680.SH,今创集团,10.59,0.96,9.97,69036.0,10.28,10.59,9.6,9.62,9.63,3.4,0.88,76.45,1.71,7095.1,829958.17,829958.17,江苏,运输设备,20180227
55,002173.SZ,创新医疗,10.49,0.95,9.96,24887.0,0.0,10.49,10.49,10.49,9.54,0.1,0.66,-550.12,2.5,2610.65,475280.48,393676.94,浙江,医疗保健,20070925
56,688018.SH,乐鑫科技,146.2,13.17,9.9,34448.0,11.38,148.16,133.02,133.27,133.03,3.46,4.27,94.92,6.36,49121.19,1180290.25,1180290.25,上海,半导体,20190722
57,301153.SZ,中科江南,89.7,7.99,9.78,52756.0,6.58,90.38,85.0,85.33,81.71,2.83,4.14,357.16,12.03,46713.21,1743768.0,1142168.04,北京,软件服务,20220518
58,300659.SZ,中孚信息,24.81,2.13,9.39,111542.0,10.85,24.92,22.46,22.57,22.68,3.91,7.25,-12.18,5.24,26775.0,561648.28,381674.59,山东,软件服务,20170526
59,000981.SZ,山子股份,1.67,0.14,9.15,1210343.0,9.8,1.68,1.53,1.53,1.53,3.69,2.17,-21.18,3.79,19959.93,1669577.64,931850.74,甘肃,汽车配件,20000622
60,001288.SZ,运机集团,19.46,1.63,9.14,173836.0,13.29,19.61,17.24,17.36,17.83,3.72,31.16,28.51,1.69,32948.4,311360.0,108546.96,四川,专用机械,20211101
61,300280.SZ,紫天科技,47.34,3.84,8.83,195869.0,13.56,48.8,42.9,43.53,43.5,1.2,12.21,30.28,3.09,90582.67,767219.23,759684.72,福建,广告包装,20111229
62,688478.SH,晶升股份,49.2,3.99,8.83,83742.0,9.64,49.92,45.56,45.9,45.21,1.8,29.3,697.67,4.42,40275.09,680761.19,140638.9,江苏,半导体,20230424
63,688017.SH,绿的谐波,141.56,11.48,8.83,72806.0,9.69,141.9,129.3,131.3,130.08,2.04,7.78,242.04,12.14,98718.64,2386466.33,1324942.36,江苏,机械基件,20200828
64,300212.SZ,易华录,36.96,2.98,8.77,582937.0,8.59,37.46,34.54,34.55,33.98,1.69,9.1,-118.64,6.37,210870.19,2460849.69,2368112.54,北京,软件服务,20110505
65,600703.SH,三安光电,19.75,1.58,8.7,1252712.0,8.7,19.75,18.17,18.2,18.17,3.88,3.07,115.36,2.58,237705.21,9853311.99,8054889.23,湖北,半导体,19960528
66,600605.SH,汇通能源,17.9,1.43,8.68,154510.0,10.93,18.12,16.32,16.32,16.47,1.39,7.49,129.12,3.26,26974.12,369245.55,369245.55,上海,房产服务,19920327
67,001337.SZ,四川黄金,35.4,2.82,8.66,186920.0,8.69,35.63,32.8,33.01,32.58,2.06,31.15,60.09,12.28,63609.39,1486800.0,212400.0,四川,黄金,20230303
68,300846.SZ,首都在线,17.88,1.41,8.56,945250.0,9.65,19.0,17.41,17.8,16.47,1.85,29.45,-36.42,7.28,170747.01,834679.23,573826.24,北京,软件服务,20200701
69,300757.SZ,罗博特科,65.19,5.1,8.49,53736.0,8.87,65.5,60.17,60.17,60.09,1.27,5.17,425.24,8.33,34056.62,720551.17,677976.0,江苏,专用机械,20190108
70,688001.SH,华兴源创,39.08,3.02,8.37,49037.0,9.26,39.1,35.76,36.34,36.06,2.56,1.19,160.6,4.6,18618.05,1721834.24,1612072.52,江苏,专用机械,20190722
71,688256.SH,寒武纪-U,254.19,19.39,8.26,145702.0,11.58,254.19,227.0,233.45,234.8,1.0,5.98,-103.67,17.01,346021.16,10575381.44,6192254.98,北京,半导体,20200720
72,301302.SZ,华如科技,65.22,4.82,7.98,41138.0,12.96,68.18,60.35,60.8,60.4,4.45,10.4,-47.78,4.47,26660.54,1031813.01,257977.71,北京,软件服务,20220623
73,600054.SH,黄山旅游,13.93,1.02,7.9,182178.0,9.45,14.02,12.8,12.88,12.91,4.69,3.55,39.33,2.45,24832.55,1016025.56,715026.9,安徽,旅游景点,19970506
74,000021.SZ,深科技,22.89,1.66,7.82,1926300.0,13.57,23.33,20.45,21.0,21.23,1.4,12.35,88.41,3.43,415137.12,3572184.99,3570879.26,深圳,元器件,19940202
75,301366.SZ,一博科技,78.87,5.65,7.72,114585.0,17.7,86.51,73.55,73.55,73.22,3.4,58.79,73.21,3.11,91392.35,657250.01,153723.68,深圳,元器件,20220926
76,300226.SZ,上海钢联,35.4,2.5,7.6,199676.0,8.69,35.78,32.92,33.04,32.9,2.67,6.45,52.13,6.26,69098.74,1139248.17,1095692.29,上海,互联网,20110608
77,002517.SZ,恺英网络,18.56,1.31,7.59,1200684.0,9.68,18.77,17.1,17.22,17.25,0.93,6.3,34.46,8.35,217552.05,3995072.73,3538967.72,福建,互联网,20101207
78,601727.SH,上海电气,4.83,0.34,7.57,2112514.0,10.91,4.94,4.45,4.45,4.49,7.17,1.67,51.28,1.36,101180.93,7525047.79,6112522.99,上海,电气设备,20081205
79,301159.SZ,三维天地,36.28,2.55,7.56,38817.0,9.64,36.99,33.74,33.75,33.73,4.43,12.64,-22.3,3.46,13913.07,280625.8,111433.84,北京,软件服务,20220107
80,603258.SH,电魂网络,49.74,3.44,7.43,224639.0,11.08,50.93,45.8,46.3,46.3,1.14,9.18,64.3,4.97,110699.27,1217476.53,1217476.53,浙江,互联网,20161026
81,603893.SH,瑞芯微,87.65,6.04,7.4,88794.0,6.92,87.65,82.0,82.21,81.61,2.26,2.14,-498.09,12.51,75517.9,3661711.98,3644799.03,福建,半导体,20200207
82,688590.SH,新致软件,17.23,1.18,7.35,226382.0,10.53,17.69,16.0,16.13,16.05,1.59,14.07,141.33,3.78,38589.96,411321.05,277225.22,上海,软件服务,20201207
83,002159.SZ,三特索道,17.11,1.16,7.27,109194.0,9.59,17.33,15.8,15.87,15.95,3.81,7.91,26.41,2.62,18462.07,303362.57,236167.59,湖北,旅游服务,20070817
84,300135.SZ,宝利国际,2.87,0.19,7.09,742264.0,9.33,2.91,2.66,2.7,2.68,5.25,10.46,-293.92,2.65,20817.66,264499.2,203703.79,江苏,化工原料,20101026
85,300475.SZ,香农芯创,29.63,1.93,6.97,265295.0,12.89,31.01,27.44,28.22,27.7,1.74,6.0,39.68,5.75,77963.39,1355767.37,1309100.12,安徽,元器件,20150610
86,001296.SZ,长江材料,20.88,1.36,6.97,56535.0,7.27,20.88,19.46,19.58,19.52,3.88,15.02,30.02,1.4,11597.82,223122.08,78593.79,重庆,其他建材,20211224
87,688160.SH,步科股份,49.45,3.21,6.94,56688.0,12.37,52.0,46.28,46.79,46.24,1.26,20.45,74.12,5.94,27484.82,415380.0,137060.1,上海,电器仪表,20201112
88,300606.SZ,金太阳,16.66,1.08,6.93,53743.0,10.08,16.87,15.3,15.58,15.58,2.14,4.57,1440.56,3.89,8724.54,233454.41,195892.34,广东,机械基件,20170208
89,300830.SZ,金现代,10.05,0.65,6.91,303489.0,9.04,10.38,9.53,9.53,9.4,4.48,9.78,-56.39,3.63,30371.81,432275.62,311835.8,山东,软件服务,20200506
90,300496.SZ,中科创达,97.8,6.32,6.91,258506.0,3.62,98.9,95.59,95.59,91.48,2.31,7.09,66.43,4.89,251075.09,4474138.2,3566906.6,北京,软件服务,20151210
91,603728.SH,鸣志电器,54.72,3.51,6.85,172411.0,11.78,56.33,50.3,51.21,51.21,1.44,4.13,176.88,8.38,92512.02,2298584.74,2285369.86,上海,电气设备,20170509
92,300614.SZ,百川畅银,29.08,1.85,6.79,91129.0,8.7,29.28,26.91,27.15,27.23,3.69,10.24,103.4,3.11,25782.53,466543.44,258823.82,河南,环境保护,20210525
93,300549.SZ,优德精密,19.28,1.22,6.76,168157.0,9.3,19.48,17.8,18.12,18.06,1.09,16.64,86.44,4.77,31574.01,257079.52,194833.41,江苏,专用机械,20160930
94,300406.SZ,九强生物,24.55,1.55,6.74,112923.0,8.57,24.8,22.83,22.83,23.0,3.31,3.34,32.55,4.6,27297.3,1445624.36,829151.03,北京,医疗保健,20141030
95,688049.SH,炬芯科技,41.1,2.58,6.7,55190.0,7.42,41.32,38.46,38.51,38.52,1.75,6.07,156.52,2.82,22184.36,501420.0,373538.99,广东,半导体,20211129
96,300071.SZ,福石控股,4.48,0.28,6.67,594907.0,9.29,4.55,4.16,4.17,4.2,2.8,6.51,-40.8,19.93,26123.73,424756.63,409699.9,北京,广告包装,20100421
97,600728.SH,佳都科技,7.15,0.44,6.56,922129.0,9.39,7.3,6.67,6.7,6.71,2.5,5.31,2.85,1.78,64941.78,1540347.07,1242189.1,广东,软件服务,19960716
98,002368.SZ,太极股份,39.1,2.4,6.54,321880.0,7.0,39.15,36.58,36.7,36.7,2.13,5.19,222.05,5.43,123464.22,2436834.33,2423854.03,北京,软件服务,20100312
99,688496.SH,清越科技,19.02,1.15,6.44,177573.0,18.8,21.24,17.88,18.12,17.87,1.45,20.7,509.21,6.69,34902.19,855900.0,163162.13,江苏,元器件,20221228
100,300847.SZ,中船汉光,23.9,1.44,6.41,496646.0,17.01,25.52,21.7,21.96,22.46,1.31,32.88,80.92,5.68,118117.88,707463.9,360953.07,河北,化工原料,20200709
101,688303.SH,大全能源,42.7,2.56,6.38,255482.0,6.38,42.7,40.14,40.18,40.14,3.59,5.05,7.84,2.23,106520.26,9126681.84,2162311.84,新疆,电气设备,20210722
102,600706.SH,曲江文旅,15.92,0.95,6.35,335805.0,10.49,16.4,14.83,14.85,14.97,1.91,13.22,111.27,4.18,53208.94,406055.18,404416.05,陕西,旅游服务,19960516
103,600225.SH,卓朗科技,4.59,0.27,6.25,613663.0,6.71,4.61,4.32,4.34,4.32,2.59,1.8,-1112.06,7.13,27540.56,1565830.01,1564650.87,天津,软件服务,20000127
104,600221.SH,海航控股,1.71,0.1,6.21,3869432.0,6.83,1.71,1.6,1.61,1.61,4.45,1.18,116.93,31.95,64674.53,7389873.16,5621227.71,海南,空运,19991125
105,301213.SZ,观想科技,42.6,2.49,6.21,25170.0,6.86,42.65,39.9,40.19,40.11,2.83,8.75,596.68,4.2,10570.64,340800.0,122502.26,四川,软件服务,20211206
106,688246.SH,嘉和美康,39.88,2.33,6.21,29516.0,8.2,39.99,36.91,37.95,37.55,1.7,2.93,-60.66,3.07,11538.54,549855.48,401354.98,北京,软件服务,20211214
107,300130.SZ,新国都,23.45,1.37,6.2,768837.0,8.51,23.83,21.95,22.5,22.08,1.59,20.35,22.61,4.04,177140.47,1200093.0,886080.08,深圳,IT设备,20101019
108,688025.SH,杰普特,64.6,3.77,6.2,53359.0,8.58,64.99,59.77,60.6,60.83,1.24,5.62,50.66,3.34,33936.07,613641.5,613641.5,深圳,专用机械,20191031
109,688433.SH,华曙高科,28.14,1.64,6.19,56085.0,12.11,29.45,26.24,26.29,26.5,2.14,16.23,142.41,6.44,15804.94,1165471.0,97239.09,湖南,专用机械,20230417
110,000948.SZ,南天信息,19.45,1.11,6.05,291423.0,8.29,19.8,18.28,18.34,18.34,4.05,7.65,-164.1,3.16,56234.27,767031.56,741248.49,云南,软件服务,19991014
111,600536.SH,中国软件,60.73,3.46,6.04,398809.0,5.34,61.42,58.36,58.86,57.27,2.83,6.2,-50.53,17.49,239576.45,4018482.34,3904523.71,北京,软件服务,20020517
112,002605.SZ,姚记科技,40.23,2.29,6.04,370851.0,5.11,41.0,39.06,40.0,37.94,2.11,11.27,20.88,5.9,148205.11,1656394.58,1323769.51,上海,互联网,20110805
113,300576.SZ,容大感光,47.19,2.68,6.02,306722.0,10.51,48.68,44.0,45.0,44.51,0.92,23.77,141.42,13.04,141901.5,1009924.91,608888.98,深圳,染料涂料,20161220
114,000829.SZ,天音控股,10.08,0.57,5.99,337084.0,8.83,10.3,9.46,9.52,9.51,4.35,3.29,42.79,3.91,33414.15,1033301.24,1032322.71,江西,其他商业,19971202
115,000066.SZ,中国长城,12.04,0.68,5.99,1288738.0,9.07,12.38,11.35,11.36,11.36,2.77,4.1,-31.81,2.9,153550.17,3883862.1,3788739.1,深圳,IT设备,19970626
116,688003.SH,天准科技,39.85,2.21,5.87,48486.0,7.33,40.36,37.6,37.96,37.64,2.22,2.49,-58.0,4.67,19117.77,775883.48,775883.48,江苏,专用机械,20190722
117,003021.SZ,兆威机电,94.0,5.2,5.86,95321.0,7.86,95.98,89.0,90.0,88.8,1.39,15.82,142.53,5.46,88789.31,1610235.64,566556.8,深圳,元器件,20201204
118,002654.SZ,万润科技,7.82,0.43,5.82,959943.0,9.47,7.97,7.27,7.3,7.39,1.02,12.24,-139.97,4.46,73478.3,661026.59,613147.81,深圳,互联网,20120217
119,301091.SZ,深城交,18.4,1.0,5.75,126835.0,8.68,18.68,17.17,17.21,17.4,2.38,8.67,-50.8,2.82,23126.92,574080.0,269125.39,深圳,建筑工程,20211029
120,688023.SH,安恒信息,182.2,9.9,5.75,19995.0,7.49,186.85,173.94,174.03,172.3,2.57,2.54,-18.95,4.96,36509.15,1436216.92,1436216.92,浙江,软件服务,20191105
121,600489.SH,中金黄金,11.23,0.61,5.74,944612.0,3.11,11.23,10.9,10.9,10.62,2.23,1.95,22.88,2.06,104374.33,5443532.01,5443532.01,北京,黄金,20030814
122,000810.SZ,创维数字,16.64,0.9,5.72,399495.0,7.18,16.95,15.82,15.82,15.74,2.97,3.58,40.77,3.24,66179.51,1913959.54,1859141.12,四川,家用电器,19980602
123,688489.SH,三未信安,77.61,4.0,5.43,19878.0,4.99,77.78,74.11,74.11,73.61,2.23,8.22,-584.06,4.78,15159.54,883895.29,187720.24,北京,IT设备,20221202
124,301269.SZ,华大九天,120.13,6.13,5.38,66268.0,9.78,124.0,112.85,113.89,114.0,2.28,8.43,771.1,14.21,78443.42,6522359.46,944330.43,北京,半导体,20220729
125,000528.SZ,柳    工,7.85,0.4,5.37,468520.0,6.44,7.87,7.39,7.39,7.45,4.21,3.32,12.15,0.95,36507.95,1531740.09,1109160.51,广西,工程机械,19931118
126,688372.SH,伟测科技,132.37,6.67,5.31,12761.0,6.06,132.7,125.08,126.01,125.7,1.59,6.81,105.68,4.8,16604.08,1154408.04,248198.01,上海,半导体,20221026
127,003020.SZ,立方制药,41.53,2.09,5.3,21067.0,8.37,42.4,39.1,39.45,39.44,1.98,2.96,24.99,4.43,8735.29,661187.09,295574.71,安徽,化学制药,20201215
128,002502.SZ,ST鼎龙,1.79,0.09,5.29,344778.0,4.12,1.79,1.72,1.72,1.7,1.4,4.14,-43.62,1.53,6056.11,164679.04,149112.69,广东,影视音像,20101117
129,002021.SZ,*ST中捷,1.6,0.08,5.26,15022.0,0.0,1.6,1.6,1.6,1.52,0.1,0.22,305.67,-3.72,240.35,110050.41,110046.81,浙江,纺织机械,20040715
130,301396.SZ,宏景科技,36.1,1.8,5.25,63476.0,8.22,36.8,33.98,34.02,34.3,2.25,23.15,418.98,3.17,22633.39,395855.96,98964.11,广东,软件服务,20221111
131,301339.SZ,通行宝,24.32,1.19,5.14,51043.0,5.4,24.38,23.13,23.13,23.13,2.09,8.51,60.24,3.96,12227.19,989824.0,145920.0,江苏,软件服务,20220909
132,000676.SZ,智度股份,7.59,0.37,5.12,1604378.0,8.73,7.77,7.14,7.24,7.22,1.19,12.71,49.93,2.75,118980.0,968868.79,957914.64,广东,互联网,19961224
133,000620.SZ,*ST新联,1.44,0.07,5.11,362320.0,0.0,1.44,1.44,1.44,1.37,1.14,1.91,-0.71,-1.7,5217.41,273123.42,273113.88,北京,全国地产,19961029
134,603920.SH,世运电路,20.38,0.99,5.11,497031.0,9.23,21.0,19.21,19.8,19.39,2.31,9.34,36.14,3.7,100240.96,1084573.48,1084573.48,广东,元器件,20170426
135,600839.SH,四川长虹,4.54,0.22,5.09,4996351.0,8.8,4.64,4.26,4.31,4.32,1.83,10.83,63.16,1.53,225895.87,2095774.88,2095191.22,四川,家用电器,19940311
136,600306.SH,*ST商城,6.84,0.33,5.07,23854.0,10.14,6.84,6.18,6.4,6.51,2.89,1.34,-17.73,-7.18,1531.69,158397.24,121391.22,辽宁,百货,20001226
137,002740.SZ,*ST爱迪,2.49,0.12,5.06,205069.0,5.49,2.49,2.36,2.36,2.37,2.57,5.06,-6.19,-1.84,5060.11,113061.21,100838.35,福建,服饰,20150122
138,000996.SZ,*ST中期,3.35,0.16,5.02,73115.0,4.7,3.35,3.2,3.2,3.19,0.6,2.12,-191.09,2.41,2428.73,115575.0,115575.0,北京,汽车服务,20000718
139,688561.SH,奇安信-U,59.42,2.83,5.0,92990.0,3.66,59.42,57.35,57.49,56.59,2.92,2.01,-19.08,4.24,54624.66,4070854.54,2754769.52,北京,软件服务,20200722
140,002289.SZ,ST宇顺,5.04,0.24,5.0,9187.0,0.0,5.04,5.04,5.04,4.8,0.19,0.35,-43.25,5.92,463.0,141247.88,133156.41,深圳,元器件,20090903
141,001309.SZ,德明利,94.13,4.48,5.0,64420.0,13.1,98.62,86.88,87.8,89.65,1.33,32.21,-43.09,7.21,59712.62,754704.22,188260.0,深圳,半导体,20220701
142,002800.SZ,ST天顺,14.29,0.68,5.0,19063.0,5.8,14.29,13.5,13.6,13.61,0.84,1.88,646.04,2.79,2687.1,155406.88,144588.36,新疆,仓储物流,20160530
