,股票名称,股票代码,收盘价,发散因子(倍),近期涨停数,每股收益(元),净利润(元),净利润同比增长(%),净利润季度环比增长(%),每股净资产(元),净资产收益率(%)
0,华脉科技,603042.SH,15.62,1.69,0,-0.1229,-19734741.36,-54.5077838605,70.8284,5.948003298341,-2.05
1,中马传动,603767.SH,9.89,2.23,1,0.03,8031500.36,575.68,291.9841,4.797334717592,0.55
2,南方精工,002553.SZ,15.58,1.55,3,-0.0779,-27098436.7,-273.61,7.5624,3.32839760204,-2.31
