,股票名称,股票代码,涨跌幅,换手率,市盈率(动态),流通市值(万),所属行业,每股收益(元),净利润(元),净利润同比增长(%),净利润季度环比增长(%),每股净资产(元),净资产收益率(%)
244,永和智控,002795.SZ,-1.67,4.67,76.47,296662.11,机械基件,,,,,,
245,新兴铸管,000778.SZ,2.67,2.29,10.98,1796108.68,钢加工,0.42,1675927292.09,-16.48,-5.0802,6.175385819527,7.01
246,江苏有线,600959.SH,-1.72,0.9,50.68,1715246.17,影视音像,,,,,,
247,上海贝岭,600171.SH,-2.04,3.07,40.25,1583325.78,半导体,0.57,399034926.7,-45.29,-61.4749,5.935584881788,9.88
248,长江传媒,600757.SH,-3.73,2.28,9.01,845807.48,出版业,,,,,,
249,方正证券,601901.SH,1.97,0.6,26.8,5960041.41,证券,0.26,2148043358.68,17.88,-60.053,5.228016067616,5.09
250,上海临港,600848.SH,0.47,0.11,31.9,3054632.06,园区开发,0.4,1008869881.55,-33.03,43.4556,6.745650211057,5.49
251,华星创业,300025.SZ,-3.36,17.65,300.98,357394.49,通信设备,0.0303,13955824.93,156.55,-42.8665,1.336609840793,3.07
252,立霸股份,603519.SH,1.15,3.04,5.58,373391.63,家用电器,,,,,,
253,捷顺科技,002609.SZ,2.34,3.23,383.34,499692.84,软件服务,,,,,,
254,欣天科技,300615.SZ,-3.02,1.81,48.69,177944.35,元器件,,,,,,
255,中南传媒,601098.SH,-2.18,0.79,15.03,2092340.0,出版业,,,,,,
256,胜宏科技,300476.SZ,-1.08,4.09,19.38,1640713.84,元器件,,,,,,
257,电科数字,600850.SH,-2.2,1.69,35.18,1481604.08,软件服务,,,,,,
258,亚威股份,002559.SZ,-2.43,6.68,34.66,427810.57,机床制造,,,,,,
259,农业银行,601288.SH,2.17,0.14,4.46,98763897.62,银行,0.69,259140000000.0,7.4453837957,-10.1006,6.367200692605,11.28
260,海南海药,000566.SZ,-1.34,2.22,637.85,602506.37,化学制药,0.0081,10515675.29,100.6760685884,260.9041,1.668606120572,0.49
261,养元饮品,603156.SH,0.27,0.13,21.16,2842298.63,软饮料,,,,,,
262,万集科技,300552.SZ,0.71,3.3,-177.71,304257.35,软件服务,-0.136,-28988080.89,-168.07,946.9681,12.6155784935,-1.07
263,渝农商行,601077.SH,0.81,1.1,4.12,2197072.84,银行,0.89,10275574000.0,7.49,-63.8943,9.446662410848,9.76
264,如通股份,603036.SH,-1.73,2.98,33.11,268631.86,专用机械,0.39,81143790.8,46.11,107.6566,5.869304293055,6.89
265,健康元,600380.SH,0.51,1.24,17.77,2669998.09,化学制药,0.7933,1502595840.48,13.1,15.5984,6.801727496219,12.23
266,南兴股份,002757.SZ,-1.46,3.75,17.06,432857.24,专用机械,,,,,,
267,埃斯顿,002747.SZ,0.58,1.52,141.1,2041372.29,机械基件,,,,,,
268,唐德影视,300426.SZ,-3.55,3.7,-36.47,355661.3,影视音像,,,,,,
269,中粮糖业,600737.SH,1.82,1.57,17.72,1790215.97,食品,,,,,,
270,欧比特,300053.SZ,7.2,12.06,77.1,763336.41,半导体,,,,,,
271,弘亚数控,002833.SZ,0.12,0.98,14.16,437702.76,专用机械,,,,,,
272,秦川机床,000837.SZ,-0.86,2.84,37.87,802821.9,机床制造,0.3058,275001163.23,-2.07,37.1615,3.894268629024,8.17
273,华微电子,600360.SH,-1.28,2.09,150.71,740387.68,半导体,,,,,,
274,碧水源,300070.SZ,2.61,1.38,28.13,1499768.22,环境保护,0.2,708492059.57,21.36,120.5222,7.388622505024,2.77
275,郑煤机,601717.SH,2.43,0.46,10.08,2173112.01,汽车配件,1.446,2538234930.96,30.31,15.8551,9.991475518758,15.74
276,中国中铁,601390.SH,3.82,2.62,6.89,17716279.18,建筑工程,1.198,31275812000.0,13.25,4.6763,10.326737999327,12.13
277,中国国贸,600007.SH,1.4,0.23,16.32,1821166.82,园区开发,1.11,1115870811.0,8.99,-17.1963,9.079332023839,12.7
278,紫金矿业,601899.SH,-0.22,0.8,18.27,28550691.24,铜,0.76,20042045977.0,27.88,-16.4022,3.378089776416,25.29
279,航天电子,600879.SH,0.9,1.31,35.1,2142785.77,航空,0.225,610530378.5,11.17,-27.818,5.753076329136,4.482
280,蓝天燃气,605368.SH,1.4,2.09,11.51,244349.72,供气供热,1.24,592265300.95,40.72,-36.3011,7.399348275421,18.24
281,中国外运,601598.SH,1.79,0.83,8.16,2391442.18,仓储物流,0.55,4068260121.39,9.55,-56.7894,4.740384675619,11.93
282,长海股份,300196.SZ,1.51,1.37,8.06,397135.03,玻璃,2.0,817303048.49,42.78,23.3423,10.155689514797,21.13
283,东信和平,002017.SZ,-3.37,2.66,71.82,663188.1,通信设备,,,,,,
284,新北洋,002376.SZ,-2.22,0.77,288.61,501264.73,IT设备,,,,,,
285,思美传媒,002712.SZ,-1.33,12.62,556.27,399469.23,广告包装,-0.7039,-409132580.4,-789.48,-104812.3879,2.86039219571,-23.16
286,森马服饰,002563.SZ,-1.34,0.5,24.95,1107393.15,服饰,0.24,636999237.66,-57.15,118.822,4.046088905733,5.7
287,万讯自控,300112.SZ,-1.75,5.45,35.51,277480.54,电器仪表,,,,,,
288,九强生物,300406.SZ,2.26,1.72,34.88,718367.45,医疗保健,,,,,,
289,西部矿业,601168.SH,2.78,2.99,9.72,3348115.0,铜,1.45,3445992096.0,18.0,34.4792,6.774845664708,23.41
290,金溢科技,002869.SZ,-3.81,4.53,278.31,408011.82,通信设备,,,,,,
291,海油发展,600968.SH,1.62,0.57,15.82,3822079.18,石油开采,0.24,2416233572.26,88.25,-28.6734,2.196491185406,11.09
292,青龙管业,002457.SZ,0.79,2.15,17.8,299335.2,塑料,0.5,168217330.53,17.6,94.8495,6.90164036783,7.53
293,共进股份,603118.SH,-0.39,1.17,17.45,806406.23,通信设备,,,,,,
294,浩云科技,300448.SZ,-1.23,11.87,282.57,305648.79,软件服务,,,,,,
295,赢时胜,300377.SZ,-3.29,3.61,125.81,688439.65,软件服务,,,,,,
296,中国一重,601106.SH,0.3,0.67,248.42,2311072.85,工程机械,,,,,,
297,长信科技,300088.SZ,-2.13,1.72,24.92,1685456.72,元器件,0.28,679663977.84,-24.84,-55.8521,3.35180300901,8.37
298,浦发银行,600000.SH,1.65,0.12,4.24,21691257.15,银行,,,,,,
299,汇源通信,000586.SZ,-1.35,1.84,116.14,211429.92,通信设备,0.0941,18204443.24,-30.36,-107.9647,1.619514738834,5.98
300,星网锐捷,002396.SZ,-3.06,4.22,24.15,1368375.53,通信设备,0.9876,576059357.43,6.37,-89.3357,10.408625463777,11.44
301,嘉应制药,002198.SZ,0.25,0.99,135.09,400932.78,中成药,,,,,,
302,赛微电子,300456.SZ,-4.59,4.14,-174.73,1019142.99,元器件,-0.1,-73361142.7,-135.66,-1020.2846,6.792803310561,-1.46
303,超声电子,000823.SZ,-9.37,5.99,13.21,550367.35,元器件,,,,,,
304,上港集团,600018.SH,1.25,0.12,7.64,13093126.18,港口,0.7423,17223915520.79,17.31,-64.6219,4.824201561407,16.253
305,恒逸石化,000703.SZ,-0.46,1.43,18.26,3191234.47,化纤,,,,,,
306,株冶集团,600961.SH,0.63,3.13,154.9,502139.93,铅锌,-0.03,56210793.62,-65.71,-36.911,-2.430508979736,
307,广深铁路,601333.SH,1.23,0.83,-8.77,1396102.54,铁路,-0.28,-1994665063.0,-104.9764617605,-337.7085,3.570207365473,-7.6
308,高新发展,000628.SZ,0.14,1.62,25.94,281580.54,建筑工程,0.565,199070118.38,21.87,677.6637,4.970834265471,12.03
309,杰美特,300868.SZ,-1.3,1.26,-105.24,107153.16,通信设备,,,,,,
310,大唐电信,600198.SH,-3.07,1.9,-120.62,667384.69,通信设备,,,,,,
311,中金环境,300145.SZ,1.81,1.26,30.32,533994.41,机械基件,,,,,,
312,四方精创,300468.SZ,-5.28,6.31,86.61,644952.5,软件服务,,,,,,
313,外服控股,600662.SH,-0.16,0.55,24.27,656244.64,文教休闲,,,,,,
314,中原传媒,000719.SZ,-4.54,2.97,11.24,743869.51,出版业,,,,,,
315,广州发展,600098.SH,0.8,1.1,16.52,2023487.99,火力发电,0.3882,1353857708.39,686.8,-73.0071,6.839182581258,5.5705
316,中富通,300560.SZ,-9.99,11.42,147.86,296850.9,通信设备,,,,,,
317,全信股份,300447.SZ,-1.42,2.57,25.22,360567.84,电气设备,,,,,,
318,冀东水泥,000401.SZ,0.22,0.53,17.78,1404947.86,水泥,0.513,1357689388.91,-51.69,-156.0555,11.438255561641,4.39
319,海南橡胶,601118.SH,0.0,0.57,-114.61,2019889.92,橡胶,,,,,,
320,东方证券,600958.SH,2.31,2.66,17.12,8597374.78,证券,0.35,3010558218.74,-43.95,-25.5644,8.519417882363,4.16
321,信维通信,300136.SZ,-1.94,2.18,24.38,1663599.74,通信设备,,,,,,
322,西部建设,002302.SZ,-0.45,2.52,20.5,1128544.75,水泥,0.4157,550573381.95,-34.82,-113.7943,7.099517363637,6.01
323,松炀资源,603863.SH,7.19,7.11,-20.61,341560.85,造纸,,,,,,
324,新奥股份,600803.SH,-0.48,0.58,11.1,3059924.27,供气供热,1.9,5843910000.0,26.17,65.3152,5.672813409667,33.43
325,山东出版,601019.SH,0.49,0.83,10.2,1713344.9,出版业,0.81,1680445174.45,9.63,99.8017,6.402190145618,13.0
326,爱克股份,300889.SZ,-1.79,2.27,65.41,136706.48,电气设备,,,,,,
327,广电网络,600831.SH,-2.18,3.03,83.23,478173.01,影视音像,,,,,,
328,荣晟环保,603165.SH,3.73,2.05,24.1,434074.36,造纸,,,,,,
329,中富电路,300814.SZ,-3.06,5.29,41.08,107687.52,元器件,,,,,,
330,兆驰股份,002429.SZ,1.24,0.67,19.32,2194122.24,家用电器,0.25,1145949330.35,244.13,-25.1633,3.007052731892,8.73
331,小商品城,600415.SH,6.28,7.26,8.93,4343284.67,商品城,0.2,1104719091.71,-17.19,-229.5438,2.782005910044,7.3
332,新华医疗,600587.SH,1.01,1.27,27.86,1209996.54,医疗保健,1.23,502605761.57,-9.68,-15.3209,13.090917912907,9.68
333,开创国际,600097.SH,0.46,1.23,24.93,264548.34,渔业,0.44,106103150.25,-44.45,855.0835,8.676150917927,5.08
334,华明装备,002270.SZ,9.97,5.58,26.13,795667.56,电气设备,0.42,359444801.74,-13.79,-28.5916,3.719982235039,11.01
335,大商股份,600694.SH,2.24,1.09,10.24,562177.5,百货,1.93,549186761.21,-27.69,-46.3365,27.31991339978,6.49
336,返利科技,600228.SH,-9.99,13.07,151.07,366876.62,互联网,,,,,,
337,华夏银行,600015.SH,2.39,0.4,3.55,7155059.15,银行,,,,,,
338,天富能源,600509.SH,0.86,3.19,-9.49,811747.59,火力发电,,,,,,
339,读者传媒,603999.SH,-3.0,1.81,43.11,372096.0,出版业,,,,,,
340,华研精机,301138.SZ,-3.33,7.26,45.65,87000.0,专用机械,,,,,,
341,珍宝岛,603567.SH,3.0,1.75,77.32,1582498.83,中成药,,,,,,
342,安彩高科,600207.SH,-3.15,1.84,90.8,557469.56,电气设备,0.0898,77502885.35,-63.23,-161.1411,2.86869365218,4.03
343,圣元环保,300867.SZ,2.64,4.16,24.92,300136.66,环境保护,,,,,,
344,申万宏源,000166.SZ,6.13,1.27,14.01,10140978.29,证券,0.11,2789067875.31,-70.32,-262.4405,3.795733016363,2.93
345,城市传媒,600229.SH,-2.92,1.15,16.46,536295.19,出版业,,,,,,
346,三七互娱,002555.SZ,-0.91,3.4,19.96,4429002.71,互联网,,,,,,
347,景旺电子,603228.SH,-1.79,0.51,19.82,2083633.7,元器件,,,,,,
348,银江技术,300020.SZ,-7.03,10.75,55.29,563932.6,软件服务,,,,,,
349,上海梅林,600073.SH,2.01,1.54,16.11,810198.26,食品,0.54,502770556.4,66.05,16.9451,5.167592118796,10.88
350,涪陵电力,600452.SH,1.93,0.71,21.57,1787144.28,水力发电,,,,,,
351,力合科创,002243.SZ,-2.28,0.87,26.15,1089502.49,塑料,0.3442,416724710.46,-33.94,228.1598,5.666802218694,6.28
352,国机汽车,600335.SH,1.35,2.07,44.38,1424824.09,汽车配件,,,,,,
353,兴森科技,002436.SZ,-3.17,3.77,43.14,2013427.22,元器件,0.33,525633105.29,-15.42,-95.4647,3.849611694985,10.78
354,三鑫医疗,300453.SZ,0.77,1.08,22.4,287021.97,医疗保健,0.466,184634263.09,18.42,11.42,2.708075853168,18.96
355,光弘科技,300735.SZ,-1.69,1.44,33.49,873131.46,通信设备,,,,,,
356,华策影视,300133.SZ,-3.58,6.43,40.41,1401942.19,影视音像,,,,,,
357,科蓝软件,300663.SZ,-4.65,5.28,-328.49,631300.25,软件服务,,,,,,
358,国投电力,600886.SH,0.89,0.22,15.38,7906266.25,水力发电,,,,,,
359,云南锗业,002428.SZ,-1.11,1.95,-120.88,744183.07,小金属,-0.1,-62402891.27,-546.95,-186.7003,2.155698307983,-4.34
360,金财互联,002530.SZ,-2.88,4.04,-53.14,601351.52,软件服务,,,,,,
361,紫天科技,300280.SZ,-2.45,5.26,31.47,383533.26,广告包装,,,,,,
362,首旅酒店,600258.SH,1.23,1.4,-47.6,2651460.2,酒店餐饮,-0.5215,-582169872.66,-1145.6218798129,-574.7093,9.373899651244,-5.4
363,骏亚科技,603386.SH,-1.62,0.79,24.38,396481.91,元器件,0.6,162625763.25,-21.17,12.7361,4.619296056822,10.9
364,三江购物,601116.SH,0.47,3.6,46.18,709243.53,超市连锁,0.28,153581049.77,73.95,78.5176,5.741931579646,4.9182
365,甘咨询,000779.SZ,-3.47,4.07,24.73,502041.8,建筑工程,,,,,,
366,洲明科技,300232.SZ,15.17,14.3,17.24,797612.67,半导体,,,,,,
367,交通银行,601328.SH,3.21,0.47,4.41,21470222.62,银行,1.14,92149000000.0,5.22,1.7741,11.427211397331,10.33
368,宏昌科技,301008.SZ,1.56,2.62,31.84,65971.99,家用电器,,,,,,
369,隧道股份,600820.SH,0.16,1.03,10.61,1924186.81,建筑工程,,,,,,
370,明阳电路,300739.SZ,-2.8,1.54,25.09,445080.06,元器件,0.62,182225200.76,66.2,-37.7404,6.067859513904,10.14
371,华数传媒,000156.SZ,-3.0,1.15,21.16,1416374.88,影视音像,,,,,,
372,楚天科技,300358.SZ,-1.21,1.06,16.74,928261.89,医疗保健,,,,,,
373,中央商场,600280.SH,2.14,2.69,325.32,593504.1,百货,,,,,,
374,美年健康,002044.SZ,0.86,0.9,-53.26,2729225.03,医疗保健,,,,,,
375,四川路桥,600039.SH,2.78,0.52,8.42,7194154.19,建筑工程,1.81,11212905939.15,67.31,120.2581,6.71248563796,26.78
376,厚普股份,300471.SZ,0.66,3.1,-45.08,515981.25,专用机械,,,,,,
377,海南发展,002163.SZ,-0.59,1.45,-103.82,940957.05,装修装饰,,,,,,
378,山东高速,600350.SH,1.55,0.21,11.11,3171478.57,路桥,0.503,2855263089.21,-6.45,-21.7459,6.123090107122,8.28
379,强力新材,300429.SZ,-2.69,2.76,106.09,353172.43,化工原料,,,,,,
380,天邑股份,300504.SZ,-2.64,2.78,19.26,425672.94,通信设备,,,,,,
381,光力科技,300480.SZ,-2.56,4.11,116.48,507895.16,专用机械,0.19,65407381.04,-44.56,-93.6068,3.970606460635,4.76
382,红旗连锁,002697.SZ,1.16,1.45,14.72,657415.3,超市连锁,0.36,485669168.43,0.9,-4.3449,3.051868495735,12.4
383,菜百股份,605599.SH,-2.84,1.19,18.46,661772.56,黄金,,,,,,
384,国电南瑞,600406.SH,-0.6,0.25,36.66,17724233.13,电气设备,,,,,,
385,任子行,300311.SZ,-3.62,7.22,-189.2,427549.17,软件服务,,,,,,
386,维宏股份,300508.SZ,-3.28,3.61,56.64,148759.13,软件服务,0.4638,50602149.18,-14.39,403.1464,5.98052781866,8.0
387,维信诺,002387.SZ,-1.93,0.5,-4.03,1043620.82,元器件,,,,,,
388,横店影视,603103.SH,-1.77,0.42,-32.07,1017891.0,影视音像,-0.5,-317429302.45,-2422.51,-452.1798,1.851636831015,-23.81
389,兴业矿业,000426.SZ,2.03,2.38,57.36,1411615.43,铅锌,,,,,,
390,中国出版,601949.SH,-4.74,3.22,32.74,1283040.0,出版业,,,,,,
391,镇海股份,603637.SH,-0.68,1.37,28.25,214924.32,建筑工程,,,,,,
392,佐力药业,300181.SZ,-0.6,2.22,37.73,908676.9,中成药,,,,,,
393,北部湾港,000582.SZ,2.58,2.36,14.22,1175663.22,港口,0.61,1039119875.63,1.83,18.5874,7.191185949488,8.55
394,重庆银行,601963.SH,1.64,0.98,5.31,514402.39,银行,1.31,4867857000.0,4.38,-56.9858,12.596033431764,10.2
395,瑞凌股份,300154.SZ,-0.16,1.02,33.66,197087.35,机械基件,,,,,,
396,英飞特,300582.SZ,3.22,10.07,26.93,401701.09,半导体,,,,,,
397,世运电路,603920.SH,-1.94,1.51,24.41,970155.77,元器件,,,,,,
398,华发股份,600325.SH,0.33,0.69,9.96,2568105.52,区域地产,1.12,2577816542.73,-19.31,75.6607,8.435059787882,13.74
399,舒华体育,605299.SH,-2.0,3.1,46.06,139100.2,文教休闲,0.27,109438911.16,-5.49,176.2235,3.130201032882,8.66
400,国信证券,002736.SZ,2.18,0.24,14.91,8694711.86,证券,,,,,,
401,四维图新,002405.SZ,-3.31,2.92,-415.22,3157754.34,软件服务,,,,,,
402,招商公路,001965.SZ,1.13,0.1,11.39,5535739.58,路桥,0.7528,4860696357.37,-2.25,-5.7882,8.803441436082,8.52
403,光电股份,600184.SH,-1.08,0.73,95.61,650705.1,专用机械,,,,,,
404,上海环境,601200.SH,0.84,0.5,20.77,1079227.92,环境保护,0.4631,519542987.89,-27.1,-62.9568,9.155061767596,5.16
405,茂业商业,600828.SH,0.78,0.25,19.76,675230.47,百货,0.1973,341787094.03,-16.51,519.3077,4.135034877672,4.8
406,绿色动力,601330.SH,0.92,1.13,14.41,761598.92,环境保护,0.53,744767290.31,6.73,-11.4569,5.104371641264,10.64
407,厦门空港,600897.SH,3.78,3.12,178.63,579836.07,机场,,,,,,
408,烽火通信,600498.SH,-2.86,2.79,61.08,2342299.26,通信设备,,,,,,
409,中石科技,300684.SZ,0.33,4.46,27.08,336266.3,化工原料,,,,,,
410,鸿利智汇,300219.SZ,-2.05,2.16,29.1,573092.25,元器件,,,,,,
411,东吴证券,601555.SH,1.43,2.77,21.58,3555326.88,证券,,,,,,
412,海特高新,002023.SZ,-1.56,1.15,371.41,646056.87,航空,,,,,,
413,中国银河,601881.SH,3.71,1.06,13.89,6852418.23,证券,0.7,7760543696.79,-25.6,-37.5586,8.548054843681,8.21
414,丝路视觉,300556.SZ,-5.13,11.25,70.51,274164.52,软件服务,0.39,46128534.85,-35.79,47.7265,7.122800683078,5.51
415,蓝英装备,300293.SZ,-2.91,3.15,-591.08,317620.59,专用机械,,,,,,
416,弘信电子,300657.SZ,-1.08,1.42,-45.59,610901.36,元器件,,,,,,
417,华邦健康,002004.SZ,0.35,0.85,11.72,1063900.44,农药化肥,,,,,,
418,广和通,300638.SZ,-3.75,2.96,39.14,961596.06,通信设备,,,,,,
419,捷捷微电,300623.SZ,-6.46,4.44,45.67,1430356.87,半导体,,,,,,
420,九华旅游,603199.SH,0.07,3.83,2415.02,318426.36,旅游景点,,,,,,
421,南方传媒,601900.SH,-2.63,1.21,12.79,928128.12,出版业,,,,,,
422,高新兴,300098.SZ,-2.31,2.78,-24.24,577981.41,软件服务,-0.1568,-272463346.48,-729.35,-2363.4931,1.79128467623,-8.42
423,机器人,300024.SZ,-1.93,2.39,404.82,1759584.31,专用机械,0.0288,44651143.16,107.94,539.2888,2.740526392149,1.06
424,浙江东方,600120.SH,1.51,0.71,14.57,1379814.12,多元金融,0.31,946721516.64,44.28,454.1028,4.544894441297,6.84
425,富春环保,002479.SZ,-1.42,0.97,16.27,419456.19,环境保护,0.3,258950240.82,-21.69,212.6386,4.620216067075,6.57
426,浙江交科,002061.SZ,1.57,2.39,9.06,1203029.54,建筑工程,,,,,,
427,兆日科技,300333.SZ,-2.71,4.67,-27.62,239693.58,软件服务,,,,,,
428,青松建化,600425.SH,0.0,1.86,16.84,601152.48,水泥,0.3,415489497.34,31.93,-88.5696,3.816662972713,8.16
429,捷成股份,300182.SZ,-3.4,8.32,28.61,1563752.34,影视音像,,,,,,
430,铁龙物流,600125.SH,0.83,3.73,23.52,793757.3,铁路,0.259,337488448.4,0.05,-138.5676,5.10701299803,5.152
431,英唐智控,300131.SZ,-1.9,2.44,117.56,585119.03,元器件,,,,,,
432,南方航空,600029.SH,2.51,0.59,-4.52,8339433.94,空运,-1.9,-32682000000.0,170.03,-147.4996,2.265713812703,-62.19
433,上海建工,600170.SH,0.0,1.03,18.85,2555562.15,建筑工程,,,,,,
434,三六零,601360.SH,4.32,7.05,-44.11,11554052.29,互联网,,,,,,
435,德必集团,300947.SZ,-3.87,5.4,32.09,156281.76,房产服务,,,,,,
436,盛达资源,000603.SZ,1.64,1.98,45.27,1134047.52,铅锌,,,,,,
437,国网信通,600131.SH,-3.57,1.17,30.0,2385045.11,通信设备,,,,,,
438,安洁科技,002635.SZ,-1.75,2.07,31.24,602297.08,元器件,0.47,320003184.92,60.72,0.3498,8.772201088459,5.4
439,森霸传感,300701.SZ,-0.82,1.13,60.87,233374.45,元器件,0.16,42980480.49,-65.77,25.0838,2.802798478926,5.75
440,燕京啤酒,000729.SZ,0.0,1.68,109.05,3420530.44,啤酒,,,,,,
441,骆驼股份,601311.SH,0.33,0.62,27.18,1085160.16,电气设备,,,,,,
442,倍加洁,603059.SH,-1.29,1.15,26.02,253229.13,日用化工,0.97,97308534.73,30.12,121.8268,11.6500058116,8.67
443,有研新材,600206.SH,-0.89,2.24,37.85,1313004.22,半导体,,,,,,
444,东华能源,002221.SZ,0.0,1.37,68.68,1343207.5,石油贸易,,,,,,
445,台基股份,300046.SZ,-2.88,3.0,218.76,430487.1,半导体,0.0834,19731751.47,-55.24,-212.2643,4.442685010452,1.9
446,中材国际,600970.SH,5.82,4.35,16.86,2439637.75,建筑工程,0.98,2194065544.83,21.06,22.6845,6.424869026425,15.81
447,锦泓集团,603518.SH,10.02,4.52,36.25,346859.44,服饰,,,,,,
448,银之杰,300085.SZ,-5.2,4.52,-99.56,653594.96,软件服务,,,,,,
449,豫园股份,600655.SH,0.12,0.26,8.28,3156670.07,百货,0.99,3825886955.18,1.52,1862.2653,9.147553799057,10.853
450,澄天伟业,300689.SZ,1.78,3.51,56.83,207808.15,元器件,,,,,,
451,中国电影,600977.SH,-3.23,1.31,35235.35,2793032.0,影视音像,,,,,,
452,上海电气,601727.SH,0.0,0.4,-20.53,5948003.73,电气设备,-0.23,-3566484000.0,64.2919818645,-406.0745,3.521372630435,-6.31
453,中国广核,003816.SZ,0.66,0.31,15.41,11957835.77,新型电力,0.197,9964854412.04,2.06,-59.2877,2.119418010932,9.63
454,福日电子,600203.SH,7.93,12.01,-14.7,438967.59,元器件,-0.5277,-312930423.52,-33.8438945757,-320.3416,3.96145461458,-11.71
455,水晶光电,002273.SZ,-0.87,1.35,33.04,1854643.88,元器件,0.42,576170658.74,30.3,-59.0751,5.858264444751,7.15
456,富通信息,000836.SZ,-3.76,3.79,186.12,402353.35,通信设备,,,,,,
457,浙江恒威,301222.SZ,-1.52,3.62,23.56,80435.42,电气设备,,,,,,
458,时代出版,600551.SH,-2.36,0.74,18.38,560364.22,出版业,,,,,,
